,scout,gato_mestre,minimo_para_valorizar,jogos_num,atleta_id,rodada_id,clube_id,posicao_id,status_id,pontos_num,media_num,variacao_num,preco_num,entrou_em_campo,slug,apelido,apelido_abreviado,nome,foto
35,"{'A': 4, 'CA': 4, 'DS': 13, 'FC': 26, 'FD': 6, 'FF': 7, 'FS': 39, 'FT': 2, 'G': 4}","{'scouts': {'media': {'FS': 1.77, 'A': 0.18, 'FT': 0.09, 'G': 0.18, 'DS': 0.59, 'FC': 1.18, 'CA': 0.18, 'FF': 0.32, 'FD': 0.27}, 'mandante': {'FS': 22, 'A': 3, 'FT': 2, 'G': 3, 'DS': 7, 'FC': 18, 'CA': 4, 'FF': 4, 'FD': 4}, 'visitante': {'FS': 17, 'A': 1, 'G': 1, 'DS': 6, 'FC': 8, 'FF': 3, 'FD': 2}}, 'media_pontos_mandante': 4.846153846153847, 'media_pontos_visitante': 3.4555555555555557, 'media_minutos_jogados': 91, 'minutos_jogados': 102}",2.18,22,68708,25,263,4,7,1.4,4.27,-0.42,12.23,True,eduardo,Eduardo,Eduardo,Carlos Eduardo de Oliveira Alves,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_5IMT6Pl.png
36,"{'CA': 3, 'DS': 13, 'FC': 19, 'FD': 2, 'FF': 1, 'FS': 9, 'FT': 1, 'SG': 3}","{'scouts': {'media': {'SG': 0.33, 'FS': 1, 'FT': 0.11, 'DS': 1.44, 'FC': 2.11, 'CA': 0.33, 'FF': 0.11, 'FD': 0.22}, 'mandante': {'SG': 2, 'FS': 3, 'FT': 1, 'DS': 6, 'FC': 14, 'CA': 1, 'FD': 2}, 'visitante': {'SG': 1, 'FS': 6, 'DS': 7, 'FC': 5, 'CA': 2, 'FF': 1}}, 'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': 73, 'minutos_jogados': 23}",0.25,9,61106,25,265,2,6,0.0,3.63,0.0,3.77,False,cicinho,Cicinho,Cicinho,Neuciano de Jesus GusmÑo,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_o4R14ec.png
37,"{'A': 1, 'CA': 3, 'DS': 12, 'FC': 6, 'FF': 2, 'FS': 7, 'I': 3}","{'scouts': {'media': {'FS': 0.64, 'A': 0.09, 'I': 0.27, 'DS': 1.09, 'FC': 0.55, 'CA': 0.27, 'FF': 0.18}, 'mandante': {'FS': 4, 'A': 1, 'I': 2, 'DS': 8, 'FC': 5, 'CA': 2, 'FF': 2}, 'visitante': {'FS': 3, 'I': 1, 'DS': 4, 'FC': 1, 'CA': 1}}, 'media_pontos_mandante': 2.9, 'media_pontos_visitante': 0.8166666666666668, 'media_minutos_jogados': 90, 'minutos_jogados': 74}",3.28,11,68727,25,277,2,3,3.6,1.75,0.12,4.02,True,dodo,Dodì,Dodì,JosÇ Rodolfo Pires Ribeiro,https://s.sde.globo.com/media/person_role/2023/07/10/photo_FORMATO_V85ED0Q.png
38,"{'A': 3, 'CA': 1, 'DS': 7, 'FC': 21, 'FD': 6, 'FF': 10, 'FS': 21, 'I': 8}","{'scouts': {'media': {'FS': 1.31, 'A': 0.19, 'I': 0.5, 'DS': 0.44, 'FC': 1.31, 'CA': 0.06, 'FF': 0.62, 'FD': 0.38}, 'mandante': {'FS': 11, 'A': 1, 'I': 1, 'DS': 4, 'FC': 10, 'CA': 1, 'FF': 10, 'FD': 3}, 'visitante': {'FS': 10, 'A': 2, 'I': 7, 'DS': 3, 'FC': 11, 'FD': 3}}, 'media_pontos_mandante': 3.257142857142857, 'media_pontos_visitante': 2.022222222222222, 'media_minutos_jogados': 64, 'minutos_jogados': 21}",2.29,16,60793,25,267,4,6,2.2,2.56,0.09,5.79,True,alex-teixeira,Alex Teixeira,A. Teixeira,Alex Teixeira Santos,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_95Ip8xR.png
39,"{'CA': 1, 'DS': 3, 'FC': 2, 'FS': 1, 'I': 1}","{'scouts': {'media': {'FS': 0.5, 'I': 0.5, 'DS': 1.5, 'FC': 1, 'CA': 0.5}, 'mandante': {'FS': 1, 'DS': 3, 'FC': 1, 'CA': 1}, 'visitante': {'I': 1, 'FC': 1}}, 'media_pontos_mandante': 2.8, 'media_pontos_visitante': -0.4, 'media_minutos_jogados': 50, 'minutos_jogados': 50}",2.57,2,63011,25,277,2,6,0.0,1.2,0.0,2.74,False,junior-caicara,J£nior Caiáara,J. Caiáara,Uilson de Souza Paula J£nior,https://s.sde.globo.com/media/person_role/2023/08/30/photo_FORMATO_1gWYyfL.png
40,"{'A': 3, 'CA': 2, 'DS': 14, 'FC': 10, 'FD': 2, 'FF': 3, 'FS': 27, 'G': 3, 'I': 1}","{'scouts': {'media': {'FS': 1.59, 'A': 0.18, 'G': 0.18, 'I': 0.06, 'DS': 0.82, 'FC': 0.59, 'CA': 0.12, 'FF': 0.18, 'FD': 0.12}, 'mandante': {'FS': 18, 'A': 1, 'G': 2, 'I': 1, 'DS': 10, 'FC': 10, 'CA': 2, 'FF': 2, 'FD': 2}, 'visitante': {'FS': 9, 'A': 2, 'G': 1, 'DS': 4, 'FF': 1}}, 'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': 73, 'minutos_jogados': 83}",5.12,17,62977,25,266,4,2,0.0,4.07,0.0,10.8,False,ganso,Ganso,Ganso,Paulo Henrique Chagas de Lima,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_PmRYkjX.png
41,"{'CA': 1, 'FC': 1, 'FS': 1, 'SG': 5}","{'scouts': {'media': {'SG': 0.71, 'FS': 0.14, 'FC': 0.14, 'CA': 0.14}, 'mandante': {'SG': 3, 'FS': 1, 'CA': 1}, 'visitante': {'SG': 2, 'FC': 1}}, 'media_pontos_mandante': 3.625, 'media_pontos_visitante': 3.233333333333333, 'media_minutos_jogados': 5, 'minutos_jogados': 3}",4.74,6,52253,25,282,3,6,0.0,4.2,0.0,4.77,False,rever,RÇver,RÇver,RÇver Humberto Alves Ara£jo,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_AItHMX8.png
42,"{'A': 1, 'CA': 4, 'DS': 8, 'FC': 20, 'FD': 6, 'FF': 19, 'FS': 11, 'G': 3, 'I': 4}","{'scouts': {'media': {'FS': 0.55, 'A': 0.05, 'G': 0.15, 'I': 0.2, 'DS': 0.4, 'FC': 1, 'CA': 0.2, 'FF': 0.95, 'FD': 0.3}, 'mandante': {'FS': 8, 'I': 1, 'DS': 4, 'FC': 8, 'CA': 3, 'FF': 12, 'FD': 3}, 'visitante': {'FS': 3, 'A': 1, 'G': 3, 'I': 3, 'DS': 4, 'FC': 12, 'CA': 1, 'FF': 7, 'FD': 3}}, 'media_pontos_mandante': 1.5, 'media_pontos_visitante': 4.4, 'media_minutos_jogados': 61, 'minutos_jogados': 50}",2.15,20,61188,25,283,5,6,0.0,2.8,0.0,7.86,False,gilberto,Gilberto,Gilberto,Gilberto Oliveira Souza J£nior,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_JtLzuBr.png
43,"{'DE': 12, 'FS': 1, 'GS': 3, 'SG': 1}","{'scouts': {'media': {'SG': 0.33, 'FS': 0.33, 'DE': 4, 'GS': 1}, 'mandante': {'SG': 1, 'DE': 4}, 'visitante': {'FS': 1, 'DE': 8, 'GS': 3}}, 'media_pontos_mandante': 9, 'media_pontos_visitante': 2.75, 'media_minutos_jogados': 102, 'minutos_jogados': 102}",3.82,3,68872,25,275,1,6,4.5,4.83,-0.61,6.17,True,marcelo-lomba,Marcelo Lomba,M. Lomba,Marcelo Lomba do Nascimento,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_3F3hUdw.png
44,"{'A': 1, 'CA': 1, 'DS': 22, 'FC': 11, 'FD': 5, 'FF': 6, 'FS': 33, 'G': 1, 'I': 2}","{'scouts': {'media': {'FS': 1.5, 'A': 0.05, 'G': 0.05, 'I': 0.09, 'DS': 1, 'FC': 0.5, 'CA': 0.05, 'FF': 0.27, 'FD': 0.23}, 'mandante': {'FS': 11, 'A': 1, 'G': 1, 'DS': 7, 'FC': 3, 'FF': 3, 'FD': 1}, 'visitante': {'FS': 22, 'I': 2, 'DS': 15, 'FC': 8, 'CA': 1, 'FF': 3, 'FD': 4}}, 'media_pontos_mandante': 2.690909090909091, 'media_pontos_visitante': 2.963636363636364, 'media_minutos_jogados': 60, 'minutos_jogados': 37}",3.32,22,68895,25,1371,5,6,3.7,2.84,0.33,4.96,True,wellington-silva,Wellington Silva,W. Silva,Wellington Alves da Silva,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_blUyoXI.png
45,"{'CA': 7, 'DS': 22, 'FC': 21, 'FD': 5, 'FF': 6, 'FS': 6, 'G': 2, 'I': 4, 'SG': 6}","{'scouts': {'media': {'SG': 0.29, 'FS': 0.29, 'G': 0.1, 'I': 0.19, 'DS': 1.05, 'FC': 1, 'CA': 0.33, 'FF': 0.29, 'FD': 0.24}, 'mandante': {'SG': 3, 'FS': 4, 'G': 2, 'I': 3, 'DS': 10, 'FC': 10, 'CA': 3, 'FF': 4, 'FD': 5}, 'visitante': {'SG': 3, 'FS': 2, 'I': 1, 'DS': 12, 'FC': 11, 'CA': 4, 'FF': 2}}, 'media_pontos_mandante': 4.79, 'media_pontos_visitante': 2.2363636363636363, 'media_minutos_jogados': 100, 'minutos_jogados': 98}",-0.04,21,68923,25,264,3,7,-0.6,3.47,-2.28,5.51,True,gil,Gil,Gil,Carlos Gilberto do Nascimento Silva,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_qHWEwAj.png
46,"{'CA': 3, 'DE': 76, 'DS': 1, 'FS': 4, 'GS': 22, 'PC': 1, 'SG': 9}","{'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}, 'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None}",4.82,24,68940,25,283,1,6,5.0,4.1,0.43,10.66,True,rafael-cabral,Rafael Cabral,R. Cabral,Rafael Cabral Barbosa,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_tTstlht.png
47,"{'CA': 5, 'DS': 21, 'FC': 13, 'FD': 4, 'FF': 2, 'FS': 12, 'G': 1, 'SG': 13}","{'scouts': {'media': {'SG': 0.54, 'FS': 0.5, 'G': 0.04, 'DS': 0.88, 'FC': 0.54, 'CA': 0.21, 'FF': 0.08, 'FD': 0.17}, 'mandante': {'SG': 8, 'FS': 4, 'DS': 11, 'FC': 9, 'CA': 2, 'FF': 2, 'FD': 3}, 'visitante': {'SG': 5, 'FS': 8, 'G': 1, 'DS': 10, 'FC': 4, 'CA': 3, 'FD': 1}}, 'media_pontos_mandante': 4.641666666666667, 'media_pontos_visitante': 3.833333333333334, 'media_minutos_jogados': 96, 'minutos_jogados': 102}",2.41,24,91664,25,263,3,7,2.4,4.24,0.26,7.41,True,adryelson,Adryelson,Adryelson,Adryelson Shawann Lima Silva,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_3WVFnva.png
48,"{'CA': 6, 'DS': 15, 'FC': 18, 'FD': 6, 'FF': 6, 'FS': 14, 'G': 1, 'I': 1, 'SG': 9}","{'scouts': {'media': {'SG': 0.39, 'FS': 0.61, 'G': 0.04, 'I': 0.04, 'DS': 0.65, 'FC': 0.78, 'CA': 0.26, 'FF': 0.26, 'FD': 0.26}, 'mandante': {'SG': 4, 'FS': 9, 'G': 1, 'I': 1, 'DS': 11, 'FC': 13, 'CA': 4, 'FF': 4, 'FD': 6}, 'visitante': {'SG': 5, 'FS': 5, 'DS': 4, 'FC': 5, 'CA': 2, 'FF': 2}}, 'media_pontos_mandante': 4.008333333333333, 'media_pontos_visitante': 2.7636363636363637, 'media_minutos_jogados': 100, 'minutos_jogados': 102}",7.83,23,68942,25,283,3,6,9.2,3.4,0.97,7.64,True,luciano-castan,Luciano Cast†n,L. Cast†n,Luciano Cast†n da Silva,https://s.sde.globo.com/media/person_role/2023/03/22/photo_220x220.png
49,"{'CA': 2, 'DS': 34, 'FC': 19, 'FD': 1, 'FF': 3, 'FS': 12, 'I': 1}","{'scouts': {'media': {'FS': 0.92, 'I': 0.08, 'DS': 2.62, 'FC': 1.46, 'CA': 0.15, 'FF': 0.23, 'FD': 0.08}, 'mandante': {'FS': 5, 'I': 1, 'DS': 16, 'FC': 10, 'FF': 1, 'FD': 1}, 'visitante': {'FS': 7, 'DS': 18, 'FC': 9, 'CA': 2, 'FF': 2}}, 'media_pontos_mandante': 2.942857142857143, 'media_pontos_visitante': 3.6666666666666665, 'media_minutos_jogados': 57, 'minutos_jogados': 103}",6.2,13,68991,25,356,4,6,7.2,3.28,0.85,6.87,True,lucas-sasha,Lucas Sasha,L. Sasha,Lucas Pacheco Affini,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_xTyetz3.png
50,"{'DE': 53, 'DS': 1, 'FS': 2, 'GS': 23, 'SG': 5}","{'scouts': {'media': {'SG': 0.26, 'FS': 0.11, 'DS': 0.05, 'DE': 2.68, 'GS': 1.11}, 'mandante': {'SG': 4, 'FS': 1, 'DS': 1, 'DE': 29, 'GS': 10}, 'visitante': {'SG': 1, 'FS': 1, 'DE': 22, 'GS': 11}}, 'media_pontos_mandante': 3.7, 'media_pontos_visitante': 2.0625, 'media_minutos_jogados': 101, 'minutos_jogados': 98}",0.68,20,68928,25,276,1,7,0.0,2.86,-0.26,7.0,True,rafael,Rafael,Rafael,Rafael Pires Monteiro,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_5tYCknN.png
51,"{'CA': 3, 'DS': 4, 'FC': 2, 'FD': 1, 'FS': 3, 'I': 1, 'SG': 1}","{'scouts': {'media': {'SG': 0.14, 'FS': 0.43, 'I': 0.14, 'DS': 0.57, 'FC': 0.29, 'CA': 0.43, 'FD': 0.14}, 'mandante': {'SG': 1, 'FS': 2, 'DS': 2, 'CA': 1, 'FD': 1}, 'visitante': {'FS': 1, 'I': 1, 'DS': 2, 'FC': 2, 'CA': 2}}, 'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': 78, 'minutos_jogados': 101}",0.9,7,63354,25,285,3,3,0.0,1.26,0.0,2.82,False,rodrigo-moledo,Rodrigo Moledo,R. Moledo,Rodrigo Modesto da Silva Moledo,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_oiE27eL.png
52,{},"{'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}, 'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None}",,0,69010,25,1371,1,6,0.0,0.0,0.0,3.0,False,joao-carlos,JoÑo Carlos,J. Carlos,JoÑo Carlos Heidemann,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_uMDsJVm.png
53,"{'A': 2, 'DS': 19, 'FC': 14, 'FD': 2, 'FF': 1, 'FS': 11}","{'scouts': {'media': {'FS': 0.55, 'A': 0.1, 'DS': 0.95, 'FC': 0.7, 'FF': 0.05, 'FD': 0.1}, 'mandante': {'FS': 2, 'A': 1, 'DS': 3, 'FC': 6, 'FF': 1}, 'visitante': {'FS': 9, 'A': 1, 'DS': 16, 'FC': 8, 'FD': 2}}, 'media_pontos_mandante': 1.075, 'media_pontos_visitante': 2.391666666666667, 'media_minutos_jogados': 57, 'minutos_jogados': 92}",2.62,20,63289,25,282,4,6,2.6,1.87,0.38,5.15,True,edenilson,Eden°lson,Eden°lson,Eden°lson Andrade dos Santos,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_Nf8iNxS.png
54,"{'CV': 1, 'DE': 9, 'GS': 6}","{'scouts': {'media': {'CV': 0.33, 'DE': 3, 'GS': 2}, 'mandante': {'CV': 1, 'DE': 2, 'GS': 2}, 'visitante': {'DE': 7, 'GS': 4}}, 'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': 68, 'minutos_jogados': 96}",2.64,2,69040,25,277,1,6,0.0,1.5,0.0,3.05,False,vladimir,Vladimir,Vladimir,Vladimir Orlando Cardoso de Ara£jo Filho,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_nxWv2qc.png
55,"{'CA': 1, 'DE': 7}","{'scouts': {'media': {'CA': 0.5, 'DE': 3.5}, 'mandante': {'CA': 1}, 'visitante': {'DE': 7}}, 'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': 38, 'minutos_jogados': 38}",5.21,1,69051,25,265,1,6,0.0,7.0,0.0,4.64,False,danilo-fernandes,Danilo Fernandes,D. Fernandes,Danilo Fernandes Batista,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_JIPzPHq.png
56,"{'DE': 17, 'FS': 1, 'GS': 8, 'SG': 2}","{'scouts': {'media': {'SG': 0.33, 'FS': 0.17, 'DE': 2.83, 'GS': 1.33}, 'mandante': {'SG': 2, 'FS': 1, 'DE': 9, 'GS': 3}, 'visitante': {'DE': 8, 'GS': 5}}, 'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': 91, 'minutos_jogados': 100}",7.4,6,69012,25,262,1,6,0.0,3.25,0.0,9.47,False,santos,Santos,Santos,Aderbar Melo dos Santos Neto,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_4U42mWk.png
57,"{'A': 2, 'CA': 3, 'DS': 13, 'FC': 14, 'FD': 5, 'FF': 12, 'FS': 17, 'FT': 1, 'G': 3, 'I': 2}","{'scouts': {'media': {'FS': 1, 'A': 0.12, 'FT': 0.06, 'G': 0.18, 'I': 0.12, 'DS': 0.76, 'FC': 0.82, 'CA': 0.18, 'FF': 0.71, 'FD': 0.29}, 'mandante': {'FS': 13, 'A': 2, 'FT': 1, 'G': 2, 'I': 2, 'DS': 7, 'FC': 6, 'CA': 2, 'FF': 7, 'FD': 2}, 'visitante': {'FS': 4, 'G': 1, 'DS': 6, 'FC': 8, 'CA': 1, 'FF': 5, 'FD': 3}}, 'media_pontos_mandante': 5.322222222222222, 'media_pontos_visitante': 2.675, 'media_minutos_jogados': 57, 'minutos_jogados': 97}",1.04,17,69138,25,293,5,7,0.0,4.08,0.0,10.16,False,pablo,Pablo,Pablo,Pablo Felipe Teixeira,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_jLJg754.png
58,"{'DS': 7, 'FC': 5, 'FD': 1, 'FF': 5, 'FS': 7, 'I': 1}","{'scouts': {'media': {'FS': 0.64, 'I': 0.09, 'DS': 0.64, 'FC': 0.45, 'FF': 0.45, 'FD': 0.09}, 'mandante': {'FS': 3, 'I': 1, 'DS': 2, 'FC': 4, 'FF': 3, 'FD': 1}, 'visitante': {'FS': 4, 'DS': 5, 'FC': 1, 'FF': 2}}, 'media_pontos_mandante': 1.0333333333333334, 'media_pontos_visitante': 1.86, 'media_minutos_jogados': 45, 'minutos_jogados': 19}",0.43,11,63024,25,294,4,6,-0.1,1.41,-0.39,3.83,True,fransergio,FransÇrgio,FransÇrgio,FransÇrgio Rodrigues Barbosa,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_W0RxoOj.png
59,"{'DS': 3, 'FC': 5, 'FS': 1, 'SG': 2}","{'scouts': {'media': {'SG': 0.5, 'FS': 0.25, 'DS': 0.75, 'FC': 1.25}, 'mandante': {}, 'visitante': {'SG': 2, 'FS': 1, 'DS': 3, 'FC': 5}}, 'media_pontos_mandante': 0, 'media_pontos_visitante': 3.1500000000000004, 'media_minutos_jogados': 67, 'minutos_jogados': 95}",6.91,4,69165,25,262,3,6,0.0,3.15,0.0,4.9,False,pablo,Pablo,Pablo,Pablo Nascimento Castro,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_PlvYQAE.png
60,"{'DS': 4, 'FC': 4, 'FD': 1, 'FF': 1, 'FS': 2, 'FT': 1, 'G': 1, 'PP': 1}","{'scouts': {'media': {'FS': 0.4, 'FT': 0.2, 'G': 0.2, 'DS': 0.8, 'FC': 0.8, 'PP': 0.2, 'FF': 0.2, 'FD': 0.2}, 'mandante': {'FT': 1, 'G': 1, 'DS': 1, 'FC': 3, 'PP': 1, 'FD': 1}, 'visitante': {'FS': 2, 'DS': 3, 'FC': 1, 'FF': 1}}, 'media_pontos_mandante': 2.8333333333333326, 'media_pontos_visitante': 2.55, 'media_minutos_jogados': 57, 'minutos_jogados': 25}",0.78,5,69063,25,276,4,2,-0.3,2.72,-1.61,9.83,True,james-rodriguez,James Rodr°guez,J. Rodr°guez,James David Rodr°guez Rubio,https://s.sde.globo.com/media/person_role/2023/07/29/photo_FORMATO_XQ6h0ek.png
61,"{'A': 6, 'CA': 4, 'DS': 10, 'FC': 20, 'FD': 22, 'FF': 27, 'FS': 48, 'FT': 6, 'G': 7, 'I': 19, 'PP': 1}","{'scouts': {'media': {'FS': 2.4, 'A': 0.3, 'FT': 0.3, 'G': 0.35, 'I': 0.95, 'DS': 0.5, 'FC': 1, 'CA': 0.2, 'PP': 0.05, 'FF': 1.35, 'FD': 1.1}, 'mandante': {'FS': 27, 'A': 6, 'FT': 3, 'G': 6, 'I': 13, 'DS': 9, 'FC': 15, 'CA': 2, 'PP': 1, 'FF': 22, 'FD': 13}, 'visitante': {'FS': 21, 'FT': 3, 'G': 1, 'I': 6, 'DS': 1, 'FC': 5, 'CA': 2, 'FF': 5, 'FD': 9}}, 'media_pontos_mandante': 11.058333333333332, 'media_pontos_visitante': 4.925000000000001, 'media_minutos_jogados': 95, 'minutos_jogados': 103}",11.57,20,69318,25,284,5,7,13.5,8.63,1.11,17.19,True,luis-suarez,Luis Su†rez,L. Su†rez,Luis Alberto Su†rez D°az,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_f8gCuyP.png
62,"{'CA': 2, 'CV': 1, 'DS': 13, 'FC': 17, 'FS': 2, 'I': 1}","{'scouts': {'media': {'FS': 0.22, 'I': 0.11, 'DS': 1.44, 'FC': 1.89, 'CA': 0.22, 'CV': 0.11}, 'mandante': {'I': 1, 'DS': 3, 'FC': 4}, 'visitante': {'FS': 2, 'DS': 10, 'FC': 13, 'CA': 2, 'CV': 1}}, 'media_pontos_mandante': 1.15, 'media_pontos_visitante': 0.5857142857142856, 'media_minutos_jogados': 59, 'minutos_jogados': 14}",1.32,9,68770,25,277,4,6,1.2,0.71,0.17,2.0,True,camacho,Camacho,Camacho,Guilherme de Aguiar Camacho,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_F7E95Uy.png
63,"{'A': 3, 'DS': 7, 'FC': 9, 'FD': 7, 'FF': 11, 'FS': 40, 'FT': 1, 'G': 3, 'I': 3}","{'scouts': {'media': {'FS': 2.86, 'A': 0.21, 'FT': 0.07, 'G': 0.21, 'I': 0.21, 'DS': 0.5, 'FC': 0.64, 'FF': 0.79, 'FD': 0.5}, 'mandante': {'FS': 22, 'A': 2, 'FT': 1, 'G': 1, 'I': 1, 'DS': 6, 'FC': 5, 'FF': 7, 'FD': 4}, 'visitante': {'FS': 18, 'A': 1, 'G': 2, 'I': 2, 'DS': 1, 'FC': 4, 'FF': 4, 'FD': 3}}, 'media_pontos_mandante': 6, 'media_pontos_visitante': 6.1000000000000005, 'media_minutos_jogados': 83, 'minutos_jogados': 42}",3.49,14,68920,25,275,5,5,0.0,6.04,0.0,14.16,False,dudu,Dudu,Dudu,Eduardo Pereira Rodrigues,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_dKDb4Xe.png
64,"{'CA': 5, 'DS': 16, 'FC': 13, 'FD': 2, 'FF': 6, 'FS': 12, 'FT': 1}","{'scouts': {'media': {'FS': 1, 'FT': 0.08, 'DS': 1.33, 'FC': 1.08, 'CA': 0.42, 'FF': 0.5, 'FD': 0.17}, 'mandante': {'FS': 6, 'FT': 1, 'DS': 9, 'FC': 9, 'CA': 3, 'FF': 3, 'FD': 2}, 'visitante': {'FS': 6, 'DS': 7, 'FC': 4, 'CA': 2, 'FF': 3}}, 'media_pontos_mandante': 2.2714285714285714, 'media_pontos_visitante': 2.12, 'media_minutos_jogados': 51, 'minutos_jogados': 47}",0.7,12,69375,25,293,4,5,0.0,2.21,0.0,5.23,False,vidal,Vidal,Vidal,Arturo Erasmo Vidal Pardo,https://s.sde.globo.com/media/person_role/2023/07/14/photo_FORMATO_Bc6F9kP.png
65,"{'A': 1, 'CA': 1, 'DS': 15, 'FC': 9, 'FD': 6, 'FF': 10, 'FS': 10, 'FT': 1, 'I': 3}","{'scouts': {'media': {'FS': 0.67, 'A': 0.07, 'FT': 0.07, 'I': 0.2, 'DS': 1, 'FC': 0.6, 'CA': 0.07, 'FF': 0.67, 'FD': 0.4}, 'mandante': {'FS': 5, 'A': 1, 'I': 2, 'DS': 10, 'FC': 4, 'FF': 5, 'FD': 2}, 'visitante': {'FS': 5, 'FT': 1, 'I': 1, 'DS': 5, 'FC': 5, 'CA': 1, 'FF': 5, 'FD': 4}}, 'media_pontos_mandante': 3.0625, 'media_pontos_visitante': 2.5285714285714285, 'media_minutos_jogados': 61, 'minutos_jogados': 24}",0.42,15,68917,25,290,5,7,0.0,2.81,0.0,6.52,False,vinicius,Vinicius,Vinicius,Vinicius Santos Silva,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_ARVnYib.png
66,"{'CA': 1, 'DS': 3, 'FC': 1, 'FS': 1, 'PC': 1, 'SG': 2}","{'scouts': {'media': {'SG': 0.33, 'FS': 0.17, 'DS': 0.5, 'FC': 0.17, 'CA': 0.17, 'PC': 0.17}, 'mandante': {'SG': 1}, 'visitante': {'SG': 1, 'FS': 1, 'DS': 3, 'FC': 1, 'CA': 1, 'PC': 1}}, 'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': 56, 'minutos_jogados': 99}",1.6,6,69014,25,266,3,3,0.0,1.97,0.0,5.19,False,manoel,Manoel,Manoel,Manoel Messias Silva Carvalho,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_epjDNmT.png
67,"{'CA': 1, 'DS': 3, 'FC': 14, 'FF': 2, 'FS': 5, 'I': 2}","{'scouts': {'media': {'FS': 0.71, 'I': 0.29, 'DS': 0.43, 'FC': 2, 'CA': 0.14, 'FF': 0.29}, 'mandante': {'FS': 2, 'I': 2, 'DS': 3, 'FC': 9, 'CA': 1, 'FF': 1}, 'visitante': {'FS': 3, 'FC': 5, 'FF': 1}}, 'media_pontos_mandante': 0.37500000000000006, 'media_pontos_visitante': 0.26666666666666666, 'media_minutos_jogados': 58, 'minutos_jogados': 33}",1.09,7,69686,25,284,5,2,0.5,0.33,0.19,4.26,True,joao-pedro-galvao,JoÑo Pedro GalvÑo,J. GalvÑo,JoÑo Pedro Geraldino dos Santos GalvÑo,https://s.sde.globo.com/media/person_role/2023/08/02/photo_FORMATO_Vrax1Kc.png
68,"{'A': 2, 'CA': 1, 'DS': 7, 'FC': 4, 'FF': 1, 'FS': 7, 'G': 1, 'I': 3}","{'scouts': {'media': {'FS': 0.58, 'A': 0.17, 'G': 0.08, 'I': 0.25, 'DS': 0.58, 'FC': 0.33, 'CA': 0.08, 'FF': 0.08}, 'mandante': {'FS': 3, 'A': 1, 'I': 1, 'DS': 2, 'FC': 2, 'FF': 1}, 'visitante': {'FS': 4, 'A': 1, 'G': 1, 'I': 2, 'DS': 5, 'FC': 2, 'CA': 1}}, 'media_pontos_mandante': 1.2857142857142858, 'media_pontos_visitante': 3.84, 'media_minutos_jogados': 41, 'minutos_jogados': 90}",5.74,12,69705,25,283,4,6,6.8,2.35,0.87,4.48,True,nikao,NikÑo,NikÑo,Maycon Vin°cius Ferreira da Cruz,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_k90QI3t.png
