,scout,gato_mestre,minimo_para_valorizar,jogos_num,atleta_id,rodada_id,clube_id,posicao_id,status_id,pontos_num,media_num,variacao_num,preco_num,entrou_em_campo,slug,apelido,apelido_abreviado,nome,foto
330,"{'CA': 2, 'DS': 9, 'FC': 8, 'FD': 1, 'FF': 3, 'FS': 6, 'I': 1, 'SG': 4}","{'scouts': {'media': {'SG': 0.5, 'FS': 0.75, 'I': 0.12, 'DS': 1.12, 'FC': 1, 'CA': 0.25, 'FF': 0.38, 'FD': 0.12}, 'mandante': {'SG': 2, 'FS': 5, 'I': 1, 'DS': 5, 'FC': 6, 'FF': 1, 'FD': 1}, 'visitante': {'SG': 2, 'FS': 1, 'DS': 4, 'FC': 2, 'CA': 2, 'FF': 2}}, 'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': 52, 'minutos_jogados': 15}",4.42,8,97899,25,265,2,6,0.0,4.12,0.0,4.83,False,matheus-bahia,Matheus Bahia,M. Bahia,Matheus Bahia Santos,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_qXFqFQp.png
331,"{'A': 1, 'CA': 4, 'DS': 28, 'FC': 29, 'FD': 9, 'FF': 19, 'FS': 17, 'FT': 1, 'G': 3, 'I': 1}","{'scouts': {'media': {'FS': 0.85, 'A': 0.05, 'FT': 0.05, 'G': 0.15, 'I': 0.05, 'DS': 1.4, 'FC': 1.45, 'CA': 0.2, 'FF': 0.95, 'FD': 0.45}, 'mandante': {'FS': 7, 'A': 1, 'FT': 1, 'G': 3, 'I': 1, 'DS': 17, 'FC': 16, 'CA': 1, 'FF': 15, 'FD': 7}, 'visitante': {'FS': 10, 'DS': 11, 'FC': 13, 'CA': 3, 'FF': 4, 'FD': 2}}, 'media_pontos_mandante': 5.866666666666666, 'media_pontos_visitante': 2.1125, 'media_minutos_jogados': 83, 'minutos_jogados': 100}",4.12,20,98022,25,293,4,2,4.6,4.37,-0.75,7.56,True,erick,Erick,Erick,Erick Luis Conrado de Carvalho,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_dIxm87A.png
332,"{'DS': 2, 'FC': 3, 'FD': 1, 'FF': 4, 'FS': 2}","{'scouts': {'media': {'FS': 0.33, 'DS': 0.33, 'FC': 0.5, 'FF': 0.67, 'FD': 0.17}, 'mandante': {'DS': 2, 'FC': 2, 'FF': 4, 'FD': 1}, 'visitante': {'FS': 2, 'FC': 1}}, 'media_pontos_mandante': 1.55, 'media_pontos_visitante': 0.35, 'media_minutos_jogados': 58, 'minutos_jogados': 102}",3.39,6,94007,25,264,4,7,0.0,1.15,0.0,5.23,False,matias-rojas,Mat°as Rojas,M. Rojas,Mat°as Nicol†s Rojas Romero,https://s.sde.globo.com/media/person_role/2023/07/15/photo_FORMATO_mjtT9lV.png
333,"{'CA': 2, 'DS': 7, 'FC': 7, 'FD': 1, 'FF': 4, 'FS': 7, 'G': 2, 'I': 8}","{'scouts': {'media': {'FS': 0.47, 'G': 0.13, 'I': 0.53, 'DS': 0.47, 'FC': 0.47, 'CA': 0.13, 'FF': 0.27, 'FD': 0.07}, 'mandante': {'FS': 3, 'G': 2, 'I': 4, 'DS': 3, 'FC': 2, 'CA': 1, 'FF': 3}, 'visitante': {'FS': 4, 'I': 4, 'DS': 4, 'FC': 5, 'CA': 1, 'FF': 1, 'FD': 1}}, 'media_pontos_mandante': 2.6875, 'media_pontos_visitante': 0.8428571428571427, 'media_minutos_jogados': 35, 'minutos_jogados': 24}",-0.13,15,97321,25,290,5,6,-0.6,1.84,-0.17,2.86,True,alesson,Alesson,Alesson,Alesson dos Santos Batista,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_onOMJJv.png
334,"{'CA': 4, 'CV': 2, 'DS': 26, 'FC': 26, 'FD': 1, 'FF': 5, 'FS': 30, 'I': 1, 'SG': 5}","{'scouts': {'media': {'SG': 0.24, 'FS': 1.43, 'I': 0.05, 'DS': 1.24, 'FC': 1.24, 'CA': 0.19, 'CV': 0.1, 'FF': 0.24, 'FD': 0.05}, 'mandante': {'SG': 3, 'FS': 19, 'I': 1, 'DS': 9, 'FC': 14, 'CA': 3, 'CV': 1, 'FF': 4, 'FD': 1}, 'visitante': {'SG': 2, 'FS': 11, 'DS': 17, 'FC': 12, 'CA': 1, 'CV': 1, 'FF': 1}}, 'media_pontos_mandante': 3.2666666666666666, 'media_pontos_visitante': 2.4250000000000003, 'media_minutos_jogados': 101, 'minutos_jogados': 102}",-1.74,21,98484,25,265,3,3,-2.8,2.79,-0.56,4.81,True,kanu,Kanu,Kanu,Victor Hugo Soares dos Santos,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_BiEGphf.png
335,"{'A': 3, 'CA': 4, 'DS': 55, 'FC': 21, 'FD': 1, 'FF': 4, 'FS': 6, 'G': 1, 'I': 1, 'PC': 1, 'SG': 11}","{'scouts': {'media': {'SG': 0.5, 'FS': 0.27, 'A': 0.14, 'G': 0.05, 'I': 0.05, 'DS': 2.5, 'FC': 0.95, 'CA': 0.18, 'FF': 0.18, 'FD': 0.05, 'PC': 0.05}, 'mandante': {'SG': 7, 'FS': 1, 'A': 2, 'G': 1, 'I': 1, 'DS': 29, 'FC': 10, 'CA': 1, 'FF': 1}, 'visitante': {'SG': 4, 'FS': 5, 'A': 1, 'DS': 26, 'FC': 11, 'CA': 3, 'FF': 3, 'FD': 1, 'PC': 1}}, 'media_pontos_mandante': 7.7272727272727275, 'media_pontos_visitante': 5, 'media_minutos_jogados': 78, 'minutos_jogados': 4}",0.6,22,98605,25,263,2,7,0.0,6.35,-0.87,10.38,True,di-placido,Di Placido,D. Placido,Leonel Di Placido,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_5kmPtuv.png
336,"{'CA': 1, 'DS': 2, 'FC': 1, 'FD': 1, 'FS': 6, 'G': 1}","{'scouts': {'media': {'FS': 1, 'G': 0.17, 'DS': 0.33, 'FC': 0.17, 'CA': 0.17, 'FD': 0.17}, 'mandante': {'FS': 4, 'DS': 1, 'FD': 1}, 'visitante': {'FS': 2, 'G': 1, 'DS': 1, 'FC': 1, 'CA': 1}}, 'media_pontos_mandante': 1.4666666666666668, 'media_pontos_visitante': 2.966666666666667, 'media_minutos_jogados': 39, 'minutos_jogados': 48}",0.33,6,97450,25,264,5,6,-0.1,2.22,-0.14,3.9,True,gustavo-mosquito,Gustavo Mosquito,G. Mosquito,Gustavo Henric da Silva,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_odfm6XT.png
337,"{'A': 2, 'CA': 2, 'DS': 10, 'FC': 18, 'FD': 3, 'FF': 6, 'FS': 22, 'FT': 1}","{'scouts': {'media': {'FS': 2.44, 'A': 0.22, 'FT': 0.11, 'DS': 1.11, 'FC': 2, 'CA': 0.22, 'FF': 0.67, 'FD': 0.33}, 'mandante': {'FS': 16, 'A': 2, 'DS': 5, 'FC': 9, 'CA': 1, 'FF': 2, 'FD': 1}, 'visitante': {'FS': 6, 'FT': 1, 'DS': 5, 'FC': 9, 'CA': 1, 'FF': 4, 'FD': 2}}, 'media_pontos_mandante': 4.62, 'media_pontos_visitante': 3.475, 'media_minutos_jogados': 84, 'minutos_jogados': 90}",5.14,9,98517,25,277,4,7,5.8,4.11,0.51,8.04,True,jean-lucas,Jean Lucas,J. Lucas,Jean Lucas de Souza Oliveira,https://s.sde.globo.com/media/person_role/2023/07/16/photo_FORMATO_l9ELyne.png
338,"{'A': 2, 'CA': 1, 'DS': 5, 'FC': 11, 'FD': 2, 'FF': 3, 'FS': 11}","{'scouts': {'media': {'FS': 1.1, 'A': 0.2, 'DS': 0.5, 'FC': 1.1, 'CA': 0.1, 'FF': 0.3, 'FD': 0.2}, 'mandante': {'FS': 6, 'A': 1, 'DS': 4, 'FC': 6, 'CA': 1, 'FF': 2, 'FD': 2}, 'visitante': {'FS': 5, 'A': 1, 'DS': 1, 'FC': 5, 'FF': 1}}, 'media_pontos_mandante': 2.8, 'media_pontos_visitante': 1.6, 'media_minutos_jogados': 52, 'minutos_jogados': 49}",0.73,10,98706,25,282,4,2,0.4,2.2,-0.14,4.02,True,pedrinho,Pedrinho,Pedrinho,Pedro Victor Delmino da Silva,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_QTjI0Vv.png
339,"{'CA': 6, 'DS': 28, 'FC': 24, 'FF': 7, 'FS': 9, 'G': 2, 'SG': 3}","{'scouts': {'media': {'SG': 0.16, 'FS': 0.47, 'G': 0.11, 'DS': 1.47, 'FC': 1.26, 'CA': 0.32, 'FF': 0.37}, 'mandante': {'SG': 2, 'FS': 6, 'DS': 17, 'FC': 8, 'CA': 1, 'FF': 4}, 'visitante': {'SG': 1, 'FS': 3, 'G': 2, 'DS': 11, 'FC': 16, 'CA': 5, 'FF': 3}}, 'media_pontos_mandante': 3.688888888888889, 'media_pontos_visitante': 2.83, 'media_minutos_jogados': 100, 'minutos_jogados': 100}",10.49,19,98619,25,294,3,7,12.8,3.24,2.42,6.25,True,kuscevic,Kuscevic,Kuscevic,Benjam°n Ku??evi? Jaramillo,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_8oUGttY.png
340,"{'CA': 3, 'DS': 10, 'FC': 12, 'FF': 4, 'FS': 20, 'FT': 1, 'I': 3}","{'scouts': {'media': {'FS': 1.43, 'FT': 0.07, 'I': 0.21, 'DS': 0.71, 'FC': 0.86, 'CA': 0.21, 'FF': 0.29}, 'mandante': {'FS': 9, 'FT': 1, 'I': 2, 'DS': 8, 'FC': 5, 'CA': 1, 'FF': 3}, 'visitante': {'FS': 11, 'I': 1, 'DS': 2, 'FC': 7, 'CA': 2, 'FF': 1}}, 'media_pontos_mandante': 2.4, 'media_pontos_visitante': 0.6428571428571427, 'media_minutos_jogados': 67, 'minutos_jogados': 109}",2.49,14,99119,25,277,5,7,2.6,1.52,-0.51,3.63,True,lucas-braga,Lucas Braga,L. Braga,Lucas Braga Ribeiro,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_jbahd9z.png
341,"{'A': 1, 'CA': 1, 'DS': 22, 'FC': 18, 'FD': 7, 'FF': 7, 'FS': 28, 'I': 3}","{'scouts': {'media': {'FS': 1.47, 'A': 0.05, 'I': 0.16, 'DS': 1.16, 'FC': 0.95, 'CA': 0.05, 'FF': 0.37, 'FD': 0.37}, 'mandante': {'FS': 9, 'A': 1, 'I': 2, 'DS': 8, 'FC': 5, 'FF': 5, 'FD': 2}, 'visitante': {'FS': 19, 'I': 1, 'DS': 14, 'FC': 13, 'CA': 1, 'FF': 2, 'FD': 5}}, 'media_pontos_mandante': 2.644444444444444, 'media_pontos_visitante': 2.8899999999999997, 'media_minutos_jogados': 59, 'minutos_jogados': 51}",0.53,19,98909,25,293,5,7,0.2,2.79,-0.02,4.23,True,cuello,Cuello,Cuello,Tom†s Esteban Cuello,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_xAXl7On.png
342,"{'CA': 1, 'FC': 4, 'FS': 1, 'SG': 2}","{'scouts': {'media': {'SG': 0.67, 'FS': 0.33, 'FC': 1.33, 'CA': 0.33}, 'mandante': {'SG': 1, 'FC': 2}, 'visitante': {'SG': 1, 'FS': 1, 'FC': 2, 'CA': 1}}, 'media_pontos_mandante': 4.4, 'media_pontos_visitante': 1.95, 'media_minutos_jogados': 59, 'minutos_jogados': 102}",-0.45,3,97768,25,294,3,6,0.0,2.77,0.0,3.15,False,reynaldo,Reynaldo,Reynaldo,Reynaldo CÇsar Moraes,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_va9qDnW.png
343,"{'CA': 2, 'DS': 42, 'FC': 16, 'FD': 11, 'FF': 12, 'FS': 9, 'I': 2, 'PC': 1, 'SG': 1}","{'scouts': {'media': {'SG': 0.05, 'FS': 0.45, 'I': 0.1, 'DS': 2.1, 'FC': 0.8, 'CA': 0.1, 'FF': 0.6, 'FD': 0.55, 'PC': 0.05}, 'mandante': {'SG': 1, 'FS': 4, 'I': 1, 'DS': 21, 'FC': 9, 'CA': 2, 'FF': 7, 'FD': 7}, 'visitante': {'FS': 5, 'I': 1, 'DS': 21, 'FC': 7, 'FF': 5, 'FD': 4, 'PC': 1}}, 'media_pontos_mandante': 4.14, 'media_pontos_visitante': 3.3299999999999996, 'media_minutos_jogados': 86, 'minutos_jogados': 71}",5.48,21,99213,25,267,2,7,6.2,3.55,0.29,7.61,True,puma-rodriguez,Puma Rodr°guez,P. Rodr°guez,JosÇ Luis Rodr°guez Bebanz,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_I6z9QfY.png
344,{},"{'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}, 'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None}",,0,97453,25,327,1,6,0.0,0.0,0.0,3.0,False,jori,Jori,Jori,Joriwinnyson Santos dos Anjos Rodrigues,https://s.sde.globo.com/media/person_role/2021/06/04/4b0b72b2d30e52cae1f658dbea101b5c_FORMATO.png
345,"{'CA': 1, 'DS': 7, 'FC': 2, 'FS': 4}","{'scouts': {'media': {'FS': 1, 'DS': 1.75, 'FC': 0.5, 'CA': 0.25}, 'mandante': {'FS': 2, 'DS': 6, 'FC': 1}, 'visitante': {'FS': 2, 'DS': 1, 'FC': 1, 'CA': 1}}, 'media_pontos_mandante': 2.6333333333333333, 'media_pontos_visitante': 0.9, 'media_minutos_jogados': 57, 'minutos_jogados': 83}",3.11,4,97908,25,290,4,7,0.0,2.2,0.0,4.69,False,luis-oyama,Lu°s Oyama,L. Oyama,Lu°s Felipe Oyama,https://s.sde.globo.com/media/person_role/2023/07/15/photo_FORMATO_GSUk6aP.png
346,"{'A': 2, 'CA': 1, 'DS': 22, 'FC': 12, 'FD': 15, 'FF': 13, 'FS': 16, 'FT': 2, 'G': 2, 'I': 1}","{'scouts': {'media': {'FS': 0.64, 'A': 0.08, 'FT': 0.08, 'G': 0.08, 'I': 0.04, 'DS': 0.88, 'FC': 0.48, 'CA': 0.04, 'FF': 0.52, 'FD': 0.6}, 'mandante': {'FS': 7, 'A': 1, 'FT': 1, 'G': 1, 'I': 1, 'DS': 13, 'FC': 6, 'FF': 6, 'FD': 11}, 'visitante': {'FS': 9, 'A': 1, 'FT': 1, 'G': 1, 'DS': 9, 'FC': 6, 'CA': 1, 'FF': 7, 'FD': 4}}, 'media_pontos_mandante': 3.9384615384615387, 'media_pontos_visitante': 3.241666666666666, 'media_minutos_jogados': 61, 'minutos_jogados': 15}",2.5,25,99267,25,356,4,7,2.4,3.61,-1.07,7.51,True,pochettino,Pochettino,Pochettino,Tom†s Pochettino,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_zjxThmw.png
347,{},"{'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}, 'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None}",,0,97993,25,284,4,5,0.0,0.0,0.0,3.0,False,jhonata-varela,Jhonata Varela,J. Varela,Jhonata Varela da Silva,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_v7Qo23i.png
348,{},"{'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}, 'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None}",,0,98280,25,263,3,6,0.0,0.0,0.0,3.0,False,bastos,Bastos,Bastos,Bartolomeu Jacinto Quissanga,https://s.sde.globo.com/media/person_role/2023/08/29/photo_220x220.png
349,"{'CA': 2, 'DS': 4, 'FC': 7, 'FD': 1, 'FF': 2, 'FS': 13, 'I': 1}","{'scouts': {'media': {'FS': 1.86, 'I': 0.14, 'DS': 0.57, 'FC': 1, 'CA': 0.29, 'FF': 0.29, 'FD': 0.14}, 'mandante': {'FS': 3, 'I': 1, 'FC': 2, 'CA': 1}, 'visitante': {'FS': 10, 'DS': 4, 'FC': 5, 'CA': 1, 'FF': 2, 'FD': 1}}, 'media_pontos_mandante': -0.06666666666666672, 'media_pontos_visitante': 2.525, 'media_minutos_jogados': 46, 'minutos_jogados': 55}",4.4,7,98433,25,267,5,6,4.8,1.41,1.03,5.25,True,sebastian-ferreira,Sebasti†n Ferreira,S. Ferreira,Carlos Sebasti†n Ferreira Vidal,https://s.sde.globo.com/media/person_role/2023/07/27/photo_FORMATO_FJlmVCp.png
350,{},"{'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}, 'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None}",,0,98496,25,1371,1,6,0.0,0.0,0.0,1.0,False,vinicius-barreta,Vin°cius Barreta,V. Barreta,Vin°cius Teodoro Barreta Melo,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_MHv5nkR.png
351,"{'DE': 5, 'FS': 1, 'SG': 2}","{'scouts': {'media': {'SG': 1, 'FS': 0.5, 'DE': 2.5}, 'mandante': {'SG': 1, 'DE': 4}, 'visitante': {'SG': 1, 'FS': 1, 'DE': 1}}, 'media_pontos_mandante': 9, 'media_pontos_visitante': 6.5, 'media_minutos_jogados': 98, 'minutos_jogados': 102}",7.04,2,99552,25,262,1,7,9.0,7.75,0.68,7.13,True,rossi,Rossi,Rossi,Agust°n Daniel Rossi,https://s.sde.globo.com/media/person_role/2023/07/07/photo_FORMATO_OdhLvyM.png
352,"{'A': 3, 'CA': 3, 'CV': 1, 'DS': 31, 'FC': 25, 'FD': 10, 'FF': 7, 'FS': 49, 'G': 2, 'I': 6, 'PS': 1}","{'scouts': {'media': {'FS': 2.58, 'A': 0.16, 'G': 0.11, 'I': 0.32, 'DS': 1.63, 'FC': 1.32, 'CA': 0.16, 'CV': 0.05, 'FF': 0.37, 'FD': 0.53, 'PS': 0.05}, 'mandante': {'FS': 27, 'A': 2, 'G': 2, 'I': 3, 'DS': 18, 'FC': 14, 'CA': 2, 'FF': 4, 'FD': 7, 'PS': 1}, 'visitante': {'FS': 22, 'A': 1, 'I': 3, 'DS': 13, 'FC': 11, 'CA': 1, 'CV': 1, 'FF': 3, 'FD': 3}}, 'media_pontos_mandante': 6.719999999999999, 'media_pontos_visitante': 3.333333333333333, 'media_minutos_jogados': 93, 'minutos_jogados': 38}",1.41,19,99815,25,266,4,7,0.0,5.13,0.0,9.77,False,arias,Arias,Arias,Jhon Adolfo Arias Andrade,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_8Xam8ML.png
353,"{'CA': 1, 'DS': 40, 'FC': 16, 'FD': 22, 'FF': 15, 'FS': 16, 'FT': 1, 'G': 10, 'I': 5}","{'scouts': {'media': {'FS': 0.7, 'FT': 0.04, 'G': 0.43, 'I': 0.22, 'DS': 1.74, 'FC': 0.7, 'CA': 0.04, 'FF': 0.65, 'FD': 0.96}, 'mandante': {'FS': 8, 'FT': 1, 'G': 8, 'I': 4, 'DS': 19, 'FC': 8, 'FF': 10, 'FD': 15}, 'visitante': {'FS': 8, 'G': 2, 'I': 1, 'DS': 21, 'FC': 8, 'CA': 1, 'FF': 5, 'FD': 7}}, 'media_pontos_mandante': 10.636363636363637, 'media_pontos_visitante': 4.508333333333334, 'media_minutos_jogados': 91, 'minutos_jogados': 104}",6.38,23,99818,25,282,5,7,7.2,7.44,-0.72,13.24,True,paulinho,Paulinho,Paulinho,Paulo Henrique Sampaio Filho,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_6AtAEsy.png
354,"{'A': 1, 'CA': 3, 'DS': 10, 'FC': 8, 'FF': 3, 'FS': 3, 'PC': 1, 'SG': 2}","{'scouts': {'media': {'SG': 0.22, 'FS': 0.33, 'A': 0.11, 'DS': 1.11, 'FC': 0.89, 'CA': 0.33, 'FF': 0.33, 'PC': 0.11}, 'mandante': {'SG': 1, 'FS': 2, 'DS': 3, 'FC': 6, 'CA': 1, 'FF': 2}, 'visitante': {'SG': 1, 'FS': 1, 'A': 1, 'DS': 7, 'FC': 2, 'CA': 2, 'FF': 1, 'PC': 1}}, 'media_pontos_mandante': 2.1, 'media_pontos_visitante': 3.2199999999999998, 'media_minutos_jogados': 96, 'minutos_jogados': 103}",0.68,9,99889,25,276,3,7,0.0,2.72,0.0,4.28,False,alan-franco,Alan Franco,A. Franco,Alan Javier Franco,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_Nls7aQV.png
355,"{'CA': 5, 'DS': 25, 'FC': 10, 'FS': 1, 'G': 1}","{'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}, 'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None}",-0.39,15,98976,25,276,4,6,-1.0,2.02,-0.18,3.46,True,gabriel,Gabriel,Gabriel,Gabriel Neves Perdomo,https://s.sde.globo.com/media/person_role/2022/03/01/adf4c737eb27b74c772b8985d18c9044_FORMATO.png
356,"{'DS': 5, 'FC': 3, 'FD': 3, 'FF': 7, 'FS': 6, 'I': 1}","{'scouts': {'media': {'FS': 0.86, 'I': 0.14, 'DS': 0.71, 'FC': 0.43, 'FF': 1, 'FD': 0.43}, 'mandante': {'FS': 2, 'DS': 2, 'FF': 2, 'FD': 2}, 'visitante': {'FS': 4, 'I': 1, 'DS': 3, 'FC': 3, 'FF': 5, 'FD': 1}}, 'media_pontos_mandante': 3.7, 'media_pontos_visitante': 1.9600000000000002, 'media_minutos_jogados': 62, 'minutos_jogados': 83}",3.12,7,100103,25,327,5,7,3.3,2.46,0.34,5.5,True,pedrinho,Pedrinho,Pedrinho,Pedro Gabriel Pereira Lopes,https://s.sde.globo.com/media/person_role/2023/07/04/photo_FORMATO_ougKVvu.png
357,"{'CA': 1, 'DS': 11, 'FC': 10, 'FD': 1, 'FF': 1, 'FS': 6}","{'scouts': {'media': {'FS': 1, 'DS': 1.83, 'FC': 1.67, 'CA': 0.17, 'FF': 0.17, 'FD': 0.17}, 'mandante': {'FS': 3, 'DS': 5, 'FC': 6, 'FF': 1}, 'visitante': {'FS': 3, 'DS': 6, 'FC': 4, 'CA': 1, 'FD': 1}}, 'media_pontos_mandante': 2.1666666666666665, 'media_pontos_visitante': 2.566666666666667, 'media_minutos_jogados': 52, 'minutos_jogados': 103}",4.53,7,100085,25,356,4,6,5.3,2.03,1.15,3.71,True,pedro-augusto,Pedro Augusto,P. Augusto,Pedro Augusto Borges da Costa,https://s.sde.globo.com/media/person_role/2023/07/14/photo_FORMATO_f71IboX.png
358,{},"{'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}, 'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None}",,0,104079,25,263,1,6,0.0,0.0,0.0,2.0,False,joao-fernando,JoÑo Fernando,J. Fernando,JoÑo Fernando Monteiro Siqueira,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_5Z0375l.png
359,"{'A': 2, 'CA': 3, 'DS': 14, 'FC': 45, 'FD': 12, 'FF': 16, 'FS': 41, 'FT': 1, 'G': 4, 'I': 9, 'PS': 1}","{'scouts': {'media': {'FS': 1.86, 'A': 0.09, 'FT': 0.05, 'G': 0.18, 'I': 0.41, 'DS': 0.64, 'FC': 2.05, 'CA': 0.14, 'FF': 0.73, 'FD': 0.55, 'PS': 0.05}, 'mandante': {'FS': 16, 'A': 1, 'G': 3, 'I': 6, 'DS': 5, 'FC': 15, 'CA': 1, 'FF': 12, 'FD': 7}, 'visitante': {'FS': 25, 'A': 1, 'FT': 1, 'G': 1, 'I': 3, 'DS': 9, 'FC': 30, 'CA': 2, 'FF': 4, 'FD': 5, 'PS': 1}}, 'media_pontos_mandante': 4.99090909090909, 'media_pontos_visitante': 3.472727272727272, 'media_minutos_jogados': 88, 'minutos_jogados': 102}",1.31,22,100652,25,264,5,7,0.0,4.24,0.0,9.67,False,yuri-alberto,Yuri Alberto,Y. Alberto,Yuri Alberto Monteiro da Silva,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_QVzSGOZ.png
360,"{'DS': 19, 'FC': 25, 'FD': 9, 'FF': 15, 'FS': 18, 'G': 2, 'I': 3, 'PS': 1}","{'scouts': {'media': {'FS': 0.75, 'G': 0.08, 'I': 0.12, 'DS': 0.79, 'FC': 1.04, 'FF': 0.62, 'FD': 0.38, 'PS': 0.04}, 'mandante': {'FS': 11, 'G': 1, 'I': 1, 'DS': 8, 'FC': 13, 'FF': 7, 'FD': 7, 'PS': 1}, 'visitante': {'FS': 7, 'G': 1, 'I': 2, 'DS': 11, 'FC': 12, 'FF': 8, 'FD': 2}}, 'media_pontos_mandante': 2.841666666666667, 'media_pontos_visitante': 2.4749999999999996, 'media_minutos_jogados': 57, 'minutos_jogados': 48}",1.22,24,101002,25,263,5,7,0.7,2.65,-0.31,6.76,True,junior-santos,J£nior Santos,J. Santos,JosÇ Antonio dos Santos J£nior,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_20JkUu3.png
361,"{'CA': 3, 'DS': 36, 'FC': 38, 'FD': 2, 'FF': 12, 'FS': 42, 'G': 1, 'I': 3}","{'scouts': {'media': {'FS': 2, 'G': 0.05, 'I': 0.14, 'DS': 1.71, 'FC': 1.81, 'CA': 0.14, 'FF': 0.57, 'FD': 0.1}, 'mandante': {'FS': 24, 'I': 1, 'DS': 21, 'FC': 20, 'CA': 1, 'FF': 8, 'FD': 1}, 'visitante': {'FS': 18, 'G': 1, 'I': 2, 'DS': 15, 'FC': 18, 'CA': 2, 'FF': 4, 'FD': 1}}, 'media_pontos_mandante': 3.7699999999999996, 'media_pontos_visitante': 2.8909090909090907, 'media_minutos_jogados': 87, 'minutos_jogados': 102}",0.41,21,99412,25,290,4,3,-0.1,3.32,-0.64,5.86,True,morelli,Morelli,Morelli,Everton Morelli Casimiro,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_fZnSxrr.png
362,"{'CA': 9, 'CV': 1, 'DS': 32, 'FC': 44, 'FD': 2, 'FF': 7, 'FS': 13, 'G': 1}","{'scouts': {'media': {'FS': 0.59, 'G': 0.05, 'DS': 1.45, 'FC': 2, 'CA': 0.41, 'CV': 0.05, 'FF': 0.32, 'FD': 0.09}, 'mandante': {'FS': 8, 'G': 1, 'DS': 22, 'FC': 27, 'CA': 6, 'CV': 1, 'FF': 3, 'FD': 2}, 'visitante': {'FS': 5, 'DS': 10, 'FC': 17, 'CA': 3, 'FF': 4}}, 'media_pontos_mandante': 2.1749999999999994, 'media_pontos_visitante': 0.96, 'media_minutos_jogados': 76, 'minutos_jogados': 98}",-1.86,21,99214,25,277,4,3,-3.0,1.71,-0.82,3.89,False,rodrigo-fernandez,Rodrigo Fern†ndez,R. Fern†ndez,Rodrigo Fern†ndez CedrÇs,https://s.sde.globo.com/media/person_role/2022/03/29/6fdde8730fb97a5d12a85b4ebd9d4e93_FORMATO.png
