,nome,slug,apelido,foto,atleta_id,rodada_id,clube_id,posicao_id,status_id,pontos_num,preco_num,variacao_num,media_num,clube.id.full.name,A,CA,FC,FD,FF,FS,FT,G,I,PE,RB,SG,CV,DD,GS,PP,GC,DP
91,Ramon de Morais Motta ,ramon,Ramon,https://s.glbimg.com/es/sde/f/2018/09/27/7b0ec92bd9cd8803ca0b44dec6637586_FORMATO.png,68896,38,VAS,2,5,0,7.34,0,2.85,Vasco,,2.0,17.0,3.0,5.0,19.0,,1.0,,56.0,29.0,3.0,,,,,,
92,Hern†n Barcos,barcos,Barcos,https://s.glbimg.com/es/sde/f/2018/10/18/731df10308e961dc0c7161cfb7ffe9a1_FORMATO.png,78379,38,CRU,5,6,0,6.29,0,1.36,Cruzeiro,1.0,1.0,15.0,5.0,9.0,8.0,,1.0,3.0,22.0,6.0,,,,,1.0,,
93,William de Oliveira Pottker,william-pottker,William Pottker,https://s.glbimg.com/es/sde/f/2018/04/08/06ddb3ee2ae6d52b98811b532e854970_FORMATO.png,77809,38,INT,5,6,0,5.04,0,3.01,Internacional,,4.0,31.0,17.0,17.0,41.0,1.0,5.0,7.0,57.0,26.0,,1.0,,,,,
94,Rodrigo PimpÑo Viana,rodrigo-pimpao,Rodrigo PimpÑo,https://s.glbimg.com/es/sde/f/2018/05/17/eb369a54700edd67173154dd1a72cf7b_FORMATO.png,68901,38,BOT,5,7,#CAMPO!,3.49,#CAMPO!,1.14,Botafogo,,9.0,27.0,7.0,13.0,25.0,1.0,1.0,,48.0,26.0,,,,,,,
95,Victor Vin°cius Coelho dos Santos,vitinho,Vitinho,https://s.glbimg.com/es/sde/f/2018/07/27/9ec5f19c97f40e2971bc97aaad240504_FORMATO.png,78435,38,FLA,5,2,1.2,15.28,#CAMPO!,6.08,Flamengo,5.0,2.0,41.0,18.0,30.0,27.0,2.0,3.0,2.0,75.0,45.0,,,,,,,
96,Douglas Ricardo Grolli,douglas-grolli,Douglas Grolli,https://s.glbimg.com/es/sde/f/2018/03/21/ea4ba4bd9ed18698a6dad571dfdddbf9_FORMATO.png,78407,38,BAH,3,6,3.2,3.1,0.07,2.34,Bahia,,5.0,13.0,3.0,2.0,7.0,,1.0,1.0,12.0,8.0,4.0,,,,,,
97,Diego Souza de Andrade,diego-souza,Diego Souza,https://s.glbimg.com/es/sde/f/2018/08/21/2c1ebd16cc103b0bd5a7224c74e03f01_FORMATO.png,68911,38,SAO,4,7,#CAMPO!,11.06,#CAMPO!,3.99,SÑo Paulo,3.0,,44.0,11.0,18.0,43.0,2.0,12.0,15.0,61.0,7.0,,1.0,,,,,
98,Fernando Uribe HincapiÇ,uribe,Uribe,https://s.glbimg.com/es/sde/f/2018/06/26/45c70625ffaffe103edf398479ba754f_FORMATO.png,78415,38,FLA,5,7,3.3,8.33,0.8,4.27,Flamengo,2.0,1.0,12.0,5.0,16.0,11.0,2.0,6.0,6.0,23.0,10.0,,,,,,,
99,Emanuel Leone Moura,emanuel,Emanuel,https://s.glbimg.com/es/sde/f/2017/12/01/e2a85d715ac397898197228bac470497_FORMATO.jpeg,100840,38,GRE,3,6,0,2.0,0,0,Gràmio,,,,,,,,,,,,,,,,,,
100,Clayson Henrique da Silva Vieira,clayson,Clayson,https://s.glbimg.com/es/sde/f/2018/03/19/8d90e0a2771563f6cb02d576edbed6ed_FORMATO.png,83817,38,COR,5,6,2,8.5,0.08,1.34,Corinthians,1.0,3.0,17.0,6.0,5.0,21.0,,1.0,5.0,32.0,15.0,,,,,,,
101,Renà Rodrigues Martins,rene,Renà,https://s.glbimg.com/es/sde/f/2018/05/04/d9cbd0281e5c54c7aeba457eb5b5c0b3_FORMATO.png,78445,38,FLA,2,7,5.9,14.95,0.17,6.87,Flamengo,5.0,7.0,36.0,8.0,6.0,38.0,,2.0,1.0,131.0,94.0,18.0,,,,,,
102,Ericson da Silva,ericson,Ericson,,100839,38,GRE,3,6,0,2.0,0,0,Gràmio,,,,,,,,,,,,,,,,,,
103,Arnaldo Manoel de Almeida,arnaldo,Arnaldo,https://s.glbimg.com/es/sde/f/2018/10/19/8a44176e1762a76e629f97a6512af491_FORMATO.png,78497,38,CEA,2,6,0,4.33,0,2.44,Cear†,,2.0,6.0,,,13.0,,,,16.0,8.0,5.0,,,,,,
104,Felipe Albuquerque Felippi,felipe,Felipe,,100843,38,GRE,2,6,0,2.0,0,0,Gràmio,,,,,,,,,,,,,,,,,,
105,Ruan Tressoldi Netto,ruan,Ruan,,100842,38,GRE,3,6,0,1.0,0,0,Gràmio,,,,,,,,,,,,,,,,,,
106,Francisco Rithely da Silva Sousa,rithely,Rithely,https://s.glbimg.com/es/sde/f/2018/09/04/b0fdf1d79ae70c573a8741d9b5226056_FORMATO.png,68834,38,INT,4,6,0,8.0,0,0,Internacional,,,,,,,,,,,,,,,,,,
107,Willian Souza ArÑo da Silva,willian-arao,Willian ArÑo,https://s.glbimg.com/es/sde/f/2018/05/04/7eaa4c1c2e6b64b02a95ce12d0d027c4_FORMATO.png,78478,38,FLA,4,7,#CAMPO!,4.3,#CAMPO!,2.88,Flamengo,2.0,4.0,35.0,2.0,9.0,16.0,,2.0,1.0,40.0,44.0,,1.0,,,,,
108,Lucas Ara£jo de Oliveira,lucas-araujo,Lucas Ara£jo,,100844,38,GRE,4,6,0,1.0,0,0,Gràmio,,,,,,,,,,,,,,,,,,
109,Alex Broch Amado,alex-amado,Alex Amado,https://s.glbimg.com/es/sde/f/2018/05/25/055b1d0fb6c075db8e35833a078cc79a_FORMATO.png,78475,38,CEA,5,5,0,4.0,0,0,Cear†,,,,,,,,,,,,,,,,,,
110,An°bal Gabriel Vega da Silva,anibal,An°bal,https://s.glbimg.com/es/sde/f/2017/12/02/fefa8b7d5270b00509e86279efdf2c9f_FORMATO.png,100847,38,PAL,5,6,0,1.0,0,0,Palmeiras,,,,,,,,,,,,,,,,,,
111,Ricardo Dias Acosta,ricardinho,Ricardinho,https://s.glbimg.com/es/sde/f/2018/05/25/d1aa684a9cd6db81f6b731e89f9ae993_FORMATO.png,78577,38,CEA,4,7,#CAMPO!,3.69,#CAMPO!,1.88,Cear†,2.0,3.0,21.0,7.0,13.0,10.0,,1.0,6.0,45.0,23.0,,,,,,,
112,Jean Mota Oliveira de Sousa,jean-mota,Jean Mota,https://s.glbimg.com/es/sde/f/2018/05/23/e95e3279b90476741de13a56e388d9e2_FORMATO.png,78548,38,SAN,4,7,3.4,8.89,0.62,2.93,Santos,,4.0,27.0,18.0,16.0,21.0,1.0,1.0,,49.0,24.0,,,,,,,
113,Alan de Souza GuimarÑes,alanzinho,Alanzinho,https://s.glbimg.com/es/sde/f/2017/12/02/2f1ae5575738c09ceb9e0a585385faa1_FORMATO.png,100845,38,PAL,4,6,0,3.0,0,0,Palmeiras,,,,,,,,,,,,,,,,,,
114,Douglas Alan Schuck Friedrich,douglas-friedrich,Douglas Friedrich,https://s.glbimg.com/es/sde/f/2018/05/16/a263b1371bc6737cc4e274a26a816460_FORMATO.png,78584,38,BAH,1,3,0,3.28,0,2.26,Bahia,,2.0,2.0,,,4.0,,,,17.0,1.0,8.0,1.0,26.0,26.0,,1.0,1.0
115,MoisÇs Ribeiro Santos,moises-ribeiro,MoisÇs Ribeiro,https://s.glbimg.com/es/sde/f/2017/04/25/c7b046cc3c9a420d4047bb8d6d4b6570_FORMATO.png,78991,38,CHA,4,3,0,4.0,0,0,Chapecoense,,,,,,,,,,,,,,,,,,
116,Gabriel Girotto Franco,gabriel,Gabriel,https://s.glbimg.com/es/sde/f/2018/03/20/f7f3ef2aa7e013b4bf918f93353c9027_FORMATO.png,78605,38,COR,4,7,1.4,10.96,#CAMPO!,3.94,Corinthians,,6.0,48.0,2.0,6.0,30.0,,1.0,,47.0,79.0,,,,,,,
117,Giovanni Augusto Oliveira Cardoso,giovanni-augusto,Giovanni Augusto,https://s.glbimg.com/es/sde/f/2018/09/27/5624d936fa15082ca3007edf65acc718_FORMATO.png,68938,38,VAS,4,6,0,6.16,0,1.75,Vasco,2.0,3.0,17.0,9.0,11.0,19.0,,,1.0,52.0,18.0,,,,,1.0,,
118,Bryan Silva Garcia,bryan,Bryan,https://s.glbimg.com/es/sde/f/2018/03/21/a8f3ed5f7b584d647a494bae8c83e9f0_FORMATO.png,78632,38,VIT,2,6,0,4.9,0,0.91,Vit¢ria,1.0,1.0,10.0,,3.0,11.0,,,,25.0,2.0,2.0,1.0,,,,,
119,Lucas Esteves de Souza,esteves,Esteves,https://s.glbimg.com/es/sde/f/2017/12/02/1506a1501f5670d8841c320d2456e45d_FORMATO.png,100846,38,PAL,2,6,0,1.0,0,0,Palmeiras,,,,,,,,,,,,,,,,,,
120,Guilherme Vieira Moraes da Silva,guilherme-vieira,Guilherme Vieira,https://s.glbimg.com/es/sde/f/2017/12/02/4f51d2cd317db553d2b03d1df58350a2_FORMATO.png,100849,38,PAL,5,6,0,1.0,0,0,Palmeiras,,,,,,,,,,,,,,,,,,
121,Eduardo Schroeder Brock,eduardo-brock,Eduardo Brock,https://s.glbimg.com/es/sde/f/2018/07/09/c423c8ca4d7c6cdc1082532652fa4d73_FORMATO.png,78654,38,CEA,3,6,0,5.56,0,4.36,Cear†,,1.0,7.0,1.0,1.0,3.0,,,,7.0,6.0,6.0,,,,,,
122,Victor Alexander Da Silva ,vitinho,Vitinho,,100898,38,CRU,2,6,0,0.95,0,0.5,Cruzeiro,,,,,,1.0,,,,,,,,,,,,
123,M†rio SÇrgio Santos Costa,marinho,Marinho,https://s.glbimg.com/es/sde/f/2018/09/12/106c488eaa868da0a0f225ef6776a226_FORMATO.png,68952,38,GRE,5,6,0,10.0,0,2.94,Gràmio,1.0,4.0,17.0,6.0,12.0,22.0,,1.0,1.0,17.0,13.0,,,,,,,
124,Ronaldo Luiz Alves,ronaldo-alves,Ronaldo Alves,https://s.glbimg.com/es/sde/f/2018/05/24/596fc62c2e66a9ab2b5119f565e42576_FORMATO.png,68950,38,SPO,3,6,0,6.16,0,2.47,Sport,,9.0,30.0,1.0,9.0,32.0,,,4.0,34.0,38.0,7.0,,,,,,
125,Leandro DamiÑo da Silva dos Santos,leandro-damiao,Leandro DamiÑo,https://s.glbimg.com/es/sde/f/2018/04/08/c1c8646acc0c6d9b787e0bcd4ce2303c_FORMATO.png,68953,38,INT,5,5,0,8.94,0,4.65,Internacional,2.0,3.0,34.0,19.0,25.0,32.0,,10.0,8.0,41.0,7.0,,,,,1.0,,
126,Wanderson Felippe Cardoso dos Santos,felippe-cardoso,Felippe Cardoso,https://s.glbimg.com/es/sde/f/2018/09/14/448879bc85937305a08a7038f527e40a_FORMATO.png,100963,38,SAN,5,7,#CAMPO!,2.54,#CAMPO!,2.52,Santos,,,14.0,,1.0,10.0,1.0,1.0,,4.0,1.0,,,,,,,
127,Luan CÉndido de Almeida,luan-candido,Luan CÉndido,https://s.glbimg.com/es/sde/f/2017/12/02/e7ddf5812ba39b07d5ce1a4b9475ebd0_FORMATO.png,100848,38,PAL,2,6,0,1.0,0,0,Palmeiras,,,,,,,,,,,,,,,,,,
128,Charles Luis Reiter,charles,Charles,https://s.glbimg.com/es/sde/f/2018/03/21/c6be1b00e5922e5a5cb8a8f78031dc24_FORMATO.png,84187,38,PAR,3,7,2.7,4.66,0.33,2.6,Paran†,,1.0,8.0,1.0,,9.0,,,,7.0,12.0,,,,,,,
129,Ramiro Moschen Benetti,ramiro,Ramiro,https://s.glbimg.com/es/sde/f/2018/05/21/b542f6b29859cc988c01d38d2b6e75b2_FORMATO.png,78715,38,GRE,4,7,3.1,4.27,0.39,0.97,Gràmio,,10.0,32.0,7.0,11.0,26.0,,,3.0,63.0,31.0,,,,,,,
130,Alex de Oliveira Nascimento,alex,Alex,,101600,38,FLU,3,6,0,0.78,0,#CAMPO!,Fluminense,,,1.0,,,,,,,,,,,,,,,
131,Reinaldo Manoel da Silva,reinaldo,Reinaldo,https://s.glbimg.com/es/sde/f/2018/08/22/8ff8975422f0d4acefd5a6051912fad9_FORMATO.png,78850,38,SAO,2,3,0,11.54,0,4.82,SÑo Paulo,2.0,6.0,52.0,13.0,30.0,33.0,,2.0,2.0,106.0,52.0,11.0,,,,,,
132,Matheus Ferreira de Sousa,ferreira,Ferreira,https://s.glbimg.com/es/sde/f/2018/04/12/1a8922ffc1c19237faf02beed71c102d_FORMATO.png,100985,38,SPO,4,6,0,2.81,0,1.01,Sport,,1.0,5.0,,1.0,,,,,4.0,8.0,,,,,,,
133,Aderbar Melo dos Santos Neto,santos,Santos,https://s.glbimg.com/es/sde/f/2018/05/08/cb128a5e04beb3653bf1847b06c72545_FORMATO.png,69012,38,ATL,1,6,0,11.46,0,5.06,AtlÇtico-PR,,3.0,1.0,,,6.0,,,,22.0,,14.0,,48.0,26.0,,,
134,HÇlio Hermito Zampier Neto,neto,Neto,https://s.glbimg.com/es/sde/f/2018/08/01/51a34fdddb000e59403320c7aa8b8db4_FORMATO.png,69008,38,CHA,3,5,0,2.0,0,0,Chapecoense,,,,,,,,,,,,,,,,,,
135,Richard de Oliveira da Costa,richard,Richard,https://s.glbimg.com/es/sde/f/2018/03/21/dafe5b45d701a96a952c6fb9a210aff9_FORMATO.png,78851,38,PAR,1,7,#CAMPO!,3.38,#CAMPO!,1.52,Paran†,,3.0,1.0,,,8.0,,,,6.0,,1.0,,36.0,37.0,,,
136,Deivid Willian da Silva,deivid,Deivid,https://s.glbimg.com/es/sde/f/2018/05/18/9314a887ee8d5d3501ea45d244b7f947_FORMATO.png,69018,38,SPO,4,6,0,2.28,0,1.02,Sport,,6.0,26.0,1.0,2.0,27.0,,,,23.0,22.0,,,,,,,
137,Helerson Mateus do Nascimento,helerson,Helerson,https://s.glbimg.com/es/sde/f/2018/05/17/d77174c23bf61556c34f3ce05ac4c396_FORMATO.png,101073,38,BOT,3,6,0,1.0,0,0,Botafogo,,,,,,,,,,,,,,,,,,
138,Gustavo Nonato Santana,nonato,Nonato,https://s.glbimg.com/es/sde/f/2018/07/23/765c032bd553fcba8b0ef9139f425012_FORMATO.png,100987,38,INT,4,6,0,2.0,0,0,Internacional,,,,,,,,,,,,,,,,,,
139,Manoel Messias Silva Carvalho,manoel,Manoel,https://s.glbimg.com/es/sde/f/2018/05/07/6cf5cf190985e20f0a42a7408e164e10_FORMATO.png,69014,38,CRU,3,7,4.2,4.95,0.59,2.43,Cruzeiro,,3.0,17.0,,1.0,13.0,,1.0,1.0,25.0,9.0,6.0,,,,,,
140,Thiago dos Santos,thiago-santos,Thiago Santos,https://s.glbimg.com/es/sde/f/2017/04/18/2d51cc56ccd1291d116060e00ca663b6_FORMATO.png,78855,38,PAL,4,6,0,8.67,0,4.3,Palmeiras,1.0,5.0,61.0,2.0,5.0,26.0,1.0,1.0,1.0,32.0,76.0,,,,,,,
141,Murillo Barbosa Lopes,murillo-lopes,Murillo Lopes,https://s.glbimg.com/es/sde/f/2018/03/21/e2ec7f5249ed4e20ba954475be6bdd08_FORMATO.png,101199,38,PAR,1,6,0,2.0,0,0,Paran†,,,,,,,,,,,,,,,,,,
142,Marcelo Cirino da Silva,marcelo-cirino,Marcelo Cirino,https://s.glbimg.com/es/sde/f/2018/07/04/f7efbd8bc7d99caaa2afc7125162b6c9_FORMATO.png,69022,38,ATL,5,6,#CAMPO!,5.59,#CAMPO!,2.55,AtlÇtico-PR,,1.0,13.0,3.0,8.0,11.0,,4.0,1.0,28.0,7.0,,,,,,,
143,Paulo Roberto da Silva,paulo-roberto,Paulo Roberto,https://s.glbimg.com/es/sde/f/2018/03/20/24dcab97bac1e830cd13938c4beb81ea_FORMATO.png,69047,38,COR,4,6,0,3.06,0,2.17,Corinthians,,2.0,5.0,1.0,1.0,2.0,,,,10.0,13.0,,,,,,,
144,Vladimir Orlando Cardoso de Ara£jo Filho,vladimir,Vladimir,https://s.glbimg.com/es/sde/f/2018/05/23/afd45cb890c4f9430cd273e7bdb9cb72_FORMATO.png,69040,38,SAN,1,5,0,4.77,0,0.7,Santos,,,,,,,,,,1.0,,,,1.0,1.0,,,
145,Rodrigo Dourado Cunha,rodrigo-dourado,Rodrigo Dourado,https://s.glbimg.com/es/sde/f/2018/04/08/d62e4f24b1b01196c8a645026d8091b2_FORMATO.png,78865,38,INT,4,6,0,10.16,0,3.11,Internacional,1.0,11.0,75.0,4.0,2.0,32.0,,1.0,3.0,53.0,96.0,,,,,,,
146,Pablo Felipe Teixeira,pablo,Pablo,https://s.glbimg.com/es/sde/f/2018/05/08/cf32acce95d925ec92b7e084202c7e06_FORMATO.png,69138,38,ATL,5,6,#CAMPO!,10.22,#CAMPO!,4.91,AtlÇtico-PR,2.0,5.0,70.0,19.0,27.0,25.0,3.0,11.0,24.0,35.0,37.0,,,,,,,
147,Diego Barbosa Tavares,diego-tavares,Diego Tavares,https://s.glbimg.com/es/sde/f/2018/08/31/b99149d02e70403afe5bf3e8306aefc1_FORMATO.jpeg,83869,38,PAR,2,6,0,3.92,0,4.5,Paran†,,,,,,,,,,,3.0,,,,,,,
148,Marcos Antìnio Almeida Silva,marcao-silva,MarcÑo Silva,https://s.glbimg.com/es/sde/f/2018/09/03/366221777b27d47b3dd23d5c81443e9c_FORMATO.png,78856,38,SPO,4,7,4.2,4.63,0.92,1.99,Sport,,2.0,30.0,,2.0,17.0,,,,31.0,32.0,,,,,,,
149,Danilo Fernandes Batista,danilo-fernandes,Danilo Fernandes,https://s.glbimg.com/es/sde/f/2018/04/08/c714e94cf7e83d9faed670b675e6ec25_FORMATO.png,69051,38,INT,1,5,0,10.0,0,4.01,Internacional,,,,,,2.0,,,,3.0,,6.0,,14.0,10.0,,,
150,Ricardo Bueno da Silva,ricardo-bueno,Ricardo Bueno,https://s.glbimg.com/es/sde/f/2018/08/27/324fdaf114a76011c149428db4428725_FORMATO.png,69141,38,CEA,5,6,0,3.37,0,0.68,Cear†,,,3.0,2.0,2.0,4.0,,,1.0,2.0,,,,,,,,
151,Welker Maráal de Almeida,kieza,Kieza,https://s.glbimg.com/es/sde/f/2018/03/20/f5b2dcceef9857c0dab3479a2ec2d946_FORMATO.png,68930,38,BOT,5,7,0,7.09,#CAMPO!,3.83,Botafogo,2.0,,29.0,15.0,13.0,56.0,,7.0,9.0,39.0,8.0,,,,,,,
152,Leandro Marcos Pereira,leandro-pereira,Leandro Pereira,https://s.glbimg.com/es/sde/f/2018/04/20/66bf3e845077a9349722635410bed305_FORMATO.png,78968,38,CHA,5,7,10.3,9.17,0.85,4.23,Chapecoense,,4.0,55.0,26.0,32.0,44.0,4.0,10.0,22.0,22.0,18.0,,1.0,,,,,
153,Tiago Pagnussat,tiago,Tiago ,https://s.glbimg.com/es/sde/f/2018/03/21/d0b3cd897f4a410323886fb6d92bd822_FORMATO.png,79042,38,BAH,3,3,0,7.53,0,3.9,Bahia,,4.0,30.0,5.0,10.0,18.0,,2.0,2.0,43.0,34.0,6.0,1.0,,,,,
154,Rafael Pires Monteiro,rafael,Rafael,https://s.glbimg.com/es/sde/f/2018/05/07/950b9601003125498cffc38c229783f4_FORMATO.png,68928,38,CRU,1,7,4.7,6.89,#CAMPO!,5.34,Cruzeiro,,,1.0,,,3.0,,,,1.0,,4.0,,12.0,7.0,,,
155,Leonardo Moreira Morais,leo,LÇo,https://s.glbimg.com/es/sde/f/2018/03/20/32e84c4039d121a904d169b4a6a4ad1d_FORMATO.png,69177,38,FLU,2,6,0,3.22,0,2.9,Fluminense,1.0,6.0,25.0,2.0,3.0,28.0,1.0,,3.0,36.0,29.0,3.0,1.0,,,,,
156,Mart°n AndrÇs Silva Leites,martin-silva,Mart°n Silva,https://s.glbimg.com/es/sde/f/2018/09/27/3b8e3d14bb948eee3eb474f0badfc2e7_FORMATO.png,69249,38,VAS,1,6,0,5.89,0,1.83,Vasco,,3.0,,,,1.0,,,,5.0,,3.0,,30.0,29.0,,,
157,JoÑo Gabriel da Silva Teles,joao-gabriel,JoÑo Gabriel,https://s.glbimg.com/es/sde/f/2018/07/18/cdb3198a3be8439cedd0ff7411245c64_FORMATO.png,78894,38,VIT,1,7,-6,1.45,#CAMPO!,5.88,Vit¢ria,,,,,,,,,,2.0,,2.0,,12.0,8.0,,,
158,Maycon Vin°cius Ferreira da Cruz,nikao,NikÑo,https://s.glbimg.com/es/sde/f/2018/05/08/2b72d6975f3708b1c3eaa34ea5acf723_FORMATO.png,69705,38,ATL,4,6,0,10.96,0,3.51,AtlÇtico-PR,6.0,5.0,33.0,25.0,27.0,45.0,5.0,2.0,8.0,73.0,23.0,,1.0,,,,,
159,Guilherme Bitencourt da Silva,guilherme-biteco,Guilherme Biteco,https://s.glbimg.com/es/sde/f/2018/03/21/99b739570272c9b1d4c9ce878c22407c_FORMATO.png,79064,38,PAR,4,6,0,3.99,0,1.12,Paran†,,3.0,3.0,1.0,2.0,1.0,,1.0,,4.0,2.0,,,,,,,
160,V°ctor Leandro Cuesta,victor-cuesta,V°ctor Cuesta,https://s.glbimg.com/es/sde/f/2018/04/08/b6cd86f9590fd3e82cb545ac74dc8c41_FORMATO.png,79113,38,INT,3,7,1,16.85,#CAMPO!,5.97,Internacional,2.0,11.0,49.0,3.0,4.0,40.0,,2.0,3.0,71.0,96.0,15.0,1.0,,,,,
161,Nery RubÇn Bareiro Zorrilla,nery-bareiro,Nery Bareiro,https://s.glbimg.com/es/sde/f/2018/05/24/0c06a4174eedc3d6995146e7fc6bd3b2_FORMATO.png,79276,38,CHA,3,6,0,4.32,0,1.1,Chapecoense,,,6.0,,,4.0,,,,1.0,6.0,,,,,,,
162,Fabiano Leissmann,fabiano,Fabiano,https://s.glbimg.com/es/sde/f/2018/03/21/80a060ad2737a4abce46a048d853c93e_FORMATO.png,79887,38,INT,2,6,0,9.13,0,2.76,Internacional,1.0,7.0,26.0,1.0,4.0,5.0,,,,57.0,34.0,11.0,,,,,1.0,
163,Fabiano da Silva Souza,fabiano,Fabiano,https://s.glbimg.com/es/sde/f/2018/09/04/dd622172f30483dda8563ef9249cdae1_FORMATO.png,79244,38,VIT,2,7,5.1,6.9,#CAMPO!,3.85,Vit¢ria,2.0,2.0,24.0,,2.0,6.0,1.0,1.0,,38.0,22.0,3.0,,,,,,
164,Luiz Ricardo Alves,sassa,Sass†,https://s.glbimg.com/es/sde/f/2018/05/07/89b8e9b3d830ff681500c63572397636_FORMATO.png,79578,38,CRU,5,7,3,2.56,0.2,1.24,Cruzeiro,,4.0,33.0,2.0,12.0,23.0,1.0,2.0,7.0,7.0,5.0,,,,,,,
165,Ademir da Silva Santos Junior,ademir,Ademir,https://s.glbimg.com/es/sde/f/2018/04/10/785797e137683aa3f4810b86b8ffc886_FORMATO.png,101314,38,AME,5,6,3.3,3.42,0.75,3,AmÇrica-MG,1.0,3.0,15.0,5.0,8.0,32.0,1.0,1.0,3.0,18.0,12.0,,,,,,,
166,Ricardo CÇsar Dantas da Silva,ricardo-silva,Ricardo Silva,https://s.glbimg.com/es/sde/f/2018/04/20/295c4ab26ba72d42690b414ec721c2ea_FORMATO.png,79334,38,AME,3,6,0,3.14,0,4.7,AmÇrica-MG,,,1.0,1.0,,2.0,,,,,2.0,,,,,,,
167,Luiz Felipe do Nascimento dos Santos,luiz-felipe,Luiz Felipe,https://s.glbimg.com/es/sde/f/2018/05/23/eb04770f3da8a1f12c1c106ae49306e1_FORMATO.png,79035,38,SAN,3,7,4.2,3.77,#CAMPO!,2.18,Santos,,5.0,17.0,,3.0,13.0,,,2.0,19.0,15.0,4.0,,,,,,
168,Igor Henrique Pereira de Campos,igor-campos,Igor Campos,https://s.glbimg.com/es/sde/f/2018/05/24/97ef928b4d8da38916e72a5166792dc8_FORMATO.png,101421,38,CHA,1,6,0,1.0,0,0,Chapecoense,,,,,,,,,,,,,,,,,,
169,Mart°n Nicol†s Sarrafiore,sarrafiore,Sarrafiore,https://s.glbimg.com/es/sde/f/2018/07/05/ce690031c364aa0119c415809e422cf0_FORMATO.png,101315,38,INT,4,6,4,4.58,#CAMPO!,4,Internacional,,,1.0,,,,,,,,3.0,,,,,,,
170,Bruno da Silva Santos,bruno-silva,Bruno Silva,https://s.glbimg.com/es/sde/f/2018/05/24/c08c1ffb51c09b59126c4f9ae3771ec7_FORMATO.png,101422,38,CHA,5,6,0.5,2.91,#CAMPO!,2.03,Chapecoense,2.0,1.0,34.0,6.0,14.0,24.0,1.0,1.0,5.0,56.0,32.0,,,,,,,
171,Joeliton Lima Santos,mansur,Mansur,https://s.glbimg.com/es/sde/f/2018/03/21/58740180fa39ea528e64aa42ba67215c_FORMATO.png,79553,38,PAR,2,5,0,5.04,0,1.01,Paran†,,3.0,26.0,3.0,4.0,10.0,1.0,,,48.0,14.0,4.0,1.0,,,,,
172,Rom†rio Marques Rodrigues,romario-rodrigues,Rom†rio Rodrigues,https://s.glbimg.com/es/sde/f/2018/05/25/9437477289ccd352c97a67ca86f16f82_FORMATO.png,79336,38,CEA,5,5,0,2.0,0,0,Cear†,,,,,,,,,,,,,,,,,,
173,Lucas Silva Borges,lucas-silva,Lucas Silva,https://s.glbimg.com/es/sde/f/2018/05/07/ca0ef33e042d0136838dfb74844f22a7_FORMATO.png,79701,38,CRU,4,7,5.3,5.57,0.62,2.35,Cruzeiro,,4.0,36.0,4.0,13.0,24.0,,,,51.0,44.0,,,,,,,
174,Antìnio Carlos Cunha Capocasali J£nior,antonio-carlos,Antìnio Carlos ,https://s.glbimg.com/es/sde/f/2017/04/18/5b3fcb4c6c1625d8e38d933619f9e42a_FORMATO.png,79702,38,PAL,3,7,2.7,7.72,0.44,2.74,Palmeiras,1.0,5.0,19.0,3.0,5.0,11.0,2.0,1.0,1.0,35.0,19.0,6.0,,,,,,
175,Odair Souza ,nenen,NenÇn,https://s.glbimg.com/es/sde/f/2018/05/24/42f440f0883376df8bb747b658bbc47d_FORMATO.png,79892,38,CHA,4,6,0,1.7,0,0.07,Chapecoense,,,1.0,,,2.0,,,,1.0,,,,,,,,
176,Mateus Felipe Santiago Dutra,santiago,Santiago,,101481,38,GRE,3,6,0,1.0,0,0,Gràmio,,,,,,,,,,,,,,,,,,
177,Marco Antonio Saravia Antinori,marco-saravia,Marco Saravia,,101479,38,GRE,3,6,0,1.0,0,0,Gràmio,,,,,,,,,,,,,,,,,,
178,Nadson da Silva Almeida,nadson,Nadson,https://s.glbimg.com/es/sde/f/2018/07/13/57fe46961f3ba57ecb2e3e6368babd92_FORMATO.png,80140,38,PAR,4,6,0,2.38,0,2.23,Paran†,,1.0,9.0,8.0,5.0,26.0,1.0,,1.0,36.0,13.0,,,,,,,
179,Isaque Elias Brito,isaque,Isaque,,101483,38,GRE,4,6,0,2.0,0,0,Gràmio,,,,,,,,,,,,,,,,,,
180,Rodrigo Jorge Medina Ancheta,rodrigo-ancheta,Rodrigo Ancheta,,101482,38,GRE,4,6,0,1.0,0,0,Gràmio,,,,,,,,,,,,,,,,,,
181,Marcos Junio Lima dos Santos,marcos-junior,Marcos Junior,https://s.glbimg.com/es/sde/f/2018/09/20/ff2dc345ff18c0761a0ddbd4e2edef76_FORMATO.png,80188,38,FLU,5,7,#CAMPO!,5.98,#CAMPO!,2.43,Fluminense,3.0,1.0,14.0,11.0,8.0,37.0,,2.0,8.0,36.0,15.0,,,,,,,
182,Paulo Henrique Rolim de Genova,paulo-henrique,Paulo Henrique,https://s.glbimg.com/es/sde/f/2018/05/26/1aca13a72ed990c98e463349b3d14ef1_FORMATO.png,101531,38,SAO,4,6,0,1.0,0,0,SÑo Paulo,,,,,,,,,,,,,,,,,,
183,Jorge Ambrosio Mendonáa,mendonca,Mendonáa,,101480,38,GRE,3,6,0,1.0,0,0,Gràmio,,,,,,,,,,,,,,,,,,
