,apelido,atleta_id,clube_id,foto,jogos_num,media_num,nome,pontos_num,posicao_id,preco_num,rodada_id,scout,slug,status_id,variacao_num
620,Luciano Cast†n,68942,341,https://s.glbimg.com/es/sde/f/2019/03/23/d6ed12c79b94b3fe8318cbe26edff531_FORMATO.png,17,2.57,Luciano Cast†n da Silva,6.7,3,6.56,20,"{'CA': 6, 'FC': 14, 'FF': 1, 'FS': 4, 'PE': 29, 'RB': 19, 'SG': 8}",luciano-castan,7,1.3
621,Lucas Perri,91260,276,https://s.glbimg.com/es/sde/f/2018/05/26/5818d20df4c7c3248d9dc04c6864aa03_FORMATO.png,0,0.0,Lucas Estella Perri,0.0,1,2.0,20,{},lucas-perri,6,0.0
622,Rodriguez,91251,284,https://s.glbimg.com/es/sde/f/2018/08/09/e6b3f5b4c7922f94ca18791b3af1f390_FORMATO.png,5,6.94,Antìnio Josenildo Rodrigues de Oliveira,0.0,3,5.01,20,"{'A': 1, 'FC': 1, 'FF': 1, 'FS': 1, 'I': 1, 'PE': 7, 'RB': 11, 'SG': 3}",rodriguez,6,0.0
623,Leonardo Valencia,91508,263,https://s.glbimg.com/es/sde/f/2019/03/22/92598d9c96fb60c7bb5e624f97b32f21_FORMATO.png,7,0.67,Leonardo Felipe Valencia Rossel,2.0,4,3.67,20,"{'A': 1, 'CA': 2, 'FC': 3, 'FD': 1, 'FF': 4, 'FS': 2, 'I': 1, 'PE': 9, 'RB': 2}",leonardo-valencia,6,0.21
624,Artur,95799,265,https://s.glbimg.com/es/sde/f/2019/02/27/2eea5f20d7ca9c06beaf3b3e9c4f133c_FORMATO.png,17,2.82,Artur Victor GuimarÑes,0.5,5,9.3,20,"{'A': 1, 'CA': 5, 'FC': 16, 'FD': 9, 'FF': 15, 'FS': 29, 'G': 3, 'I': 2, 'PE': 60, 'PP': 1, 'RB': 15}",artur,7,-0.52
625,JoÑo Paulo,91972,354,https://s.glbimg.com/es/sde/f/2019/05/28/671c3b3efc5261759fafb29e693464ce_FORMATO.jpeg,0,0.0,JoÑo Paulo Queiroz Moraes,0.0,5,3.0,20,{},joao-paulo,5,0.0
626,Arboleda,91573,276,https://s.glbimg.com/es/sde/f/2019/04/01/8b22d106ccba1278e3e4a6b89e76eab0_FORMATO.png,12,1.96,Robert Abel Arboleda Escobar,7.4,3,7.2,20,"{'A': 1, 'CA': 3, 'FC': 15, 'FD': 1, 'FF': 3, 'FS': 8, 'I': 1, 'PE': 27, 'RB': 12, 'SG': 3}",arboleda,7,1.32
627,AndrÇ Lu°s,92146,356,https://s.glbimg.com/es/sde/f/2019/06/14/e5185b4b8ca27b490315869d17077e90_FORMATO.png,12,2.04,Andre Luis da Costa Alfredo,-2.3,5,3.75,20,"{'CA': 3, 'FC': 8, 'FD': 4, 'FF': 3, 'FS': 25, 'FT': 1, 'G': 2, 'I': 2, 'PE': 16, 'RB': 1}",andre-luis,3,-0.46
628,Soteldo,87258,277,https://s.glbimg.com/es/sde/f/2019/03/29/31e7873f19386d05456c38558b181df5_FORMATO.png,18,3.56,Yeferson Julio Soteldo Mart°nez,3.9,4,7.6,20,"{'A': 2, 'CA': 8, 'FC': 11, 'FD': 12, 'FF': 14, 'FS': 25, 'FT': 1, 'G': 3, 'I': 9, 'PE': 40, 'RB': 18}",soteldo,7,0.78
629,Rony,91607,293,https://s.glbimg.com/es/sde/f/2019/03/30/e3a2125216bf497937a96f974e95aacd_FORMATO.png,13,4.93,Ronielson da Silva Barbosa,-4.0,5,11.42,20,"{'A': 2, 'CA': 4, 'FC': 33, 'FD': 10, 'FF': 17, 'FS': 27, 'FT': 1, 'G': 4, 'I': 5, 'PE': 27, 'RB': 10}",rony,7,-1.67
630,Pedro Henrique,87225,293,https://s.glbimg.com/es/sde/f/2019/06/29/43b11555e62d7cd38934e44d0fccb5c9_FORMATO.png,12,4.79,Pedro Henrique Ribeiro Gonáalves,1.7,3,8.93,20,"{'FC': 2, 'FD': 2, 'FF': 3, 'FS': 12, 'PE': 16, 'RB': 15, 'SG': 6}",pedro-henrique,5,-0.77
631,Nino,91708,266,https://s.glbimg.com/es/sde/f/2019/09/16/32a99ea5b65d641f4552626c5369e377_FORMATO.png,17,2.53,Marc°lio Floràncio Mota Filho,0.0,3,3.79,20,"{'A': 1, 'CA': 6, 'FC': 20, 'FD': 2, 'FF': 3, 'FS': 9, 'G': 1, 'PE': 16, 'RB': 25, 'SG': 2}",nino,7,0.0
632,Ram¢n Mart°nez,92155,282,https://s.glbimg.com/es/sde/f/2019/06/14/f452299e051661e5307fd72b085fcdcc_FORMATO.png,7,1.78,Ram¢n Mart°nez L¢pez,4.8,4,4.73,20,"{'CA': 1, 'FC': 5, 'FF': 1, 'FS': 4, 'I': 1, 'PE': 6, 'RB': 11}",ramon-martinez,6,0.66
633,Matheus Alves,91712,290,https://s.glbimg.com/es/sde/f/2019/03/26/de03c48f1b1b556b4876bcb937977dfa_FORMATO.png,0,0.0,Matheus Alves da Silva Cardoso,0.0,1,1.0,20,{},matheus-alves,6,0.0
634,Juninho,92182,265,https://s.glbimg.com/es/sde/f/2019/07/08/6bee46606625768114c3a7c4f48ecde5_FORMATO.png,10,3.91,JosÇ Carlos Ferreira J£nior,-1.8,3,5.05,20,"{'CA': 1, 'FC': 6, 'FD': 2, 'FF': 3, 'FS': 7, 'I': 1, 'PE': 19, 'RB': 8, 'SG': 6}",juninho,7,-0.61
635,Kannemann,87342,284,https://s.glbimg.com/es/sde/f/2018/05/21/7a4b8f949ed4d8b668d8c40a33e50edb_FORMATO.png,6,4.43,Walter Kannemann,8.7,3,13.05,20,"{'CA': 4, 'FC': 15, 'FS': 11, 'G': 1, 'PE': 8, 'RB': 14, 'SG': 2}",kannemann,7,0.47
636,David Duarte,91772,290,https://s.glbimg.com/es/sde/f/2019/03/26/cfafe9f57bd3c0e32edd4416b3449331_FORMATO.png,7,2.92,David de Duarte Macedo,0.0,3,8.03,20,"{'FC': 2, 'FF': 3, 'FS': 3, 'PE': 10, 'RB': 7, 'SG': 2}",david-duarte,5,0.0
637,Felipe,91733,356,https://s.glbimg.com/es/sde/f/2019/03/22/4ef6aa2bd0c3f910bdb023b63225bec1_FORMATO.png,16,2.94,Luiz Antonio Ferreira Rodrigues,1.4,4,6.45,20,"{'CA': 6, 'FC': 32, 'FD': 2, 'FF': 2, 'FS': 17, 'PE': 57, 'RB': 53}",felipe,3,-0.17
638,Giovanny ,92085,290,https://s.glbimg.com/es/sde/f/2019/03/26/0622726518f8a75c36ac5bb8486510c4_FORMATO.png,1,-1.6,Giovanny Bariani Marques,0.0,5,1.24,20,"{'FC': 2, 'PE': 2}",giovanny,6,0.0
639,Odair Hellmann,92273,285,https://s.glbimg.com/es/sde/f/2019/05/16/f54cba4fa38d6b6985012bc37f16a698_FORMATO.png,20,4.53,Odair Hellmann,7.0,6,11.66,20,{},odair-hellmann,7,0.35
640,Zeca,87192,285,https://s.glbimg.com/es/sde/f/2018/04/24/ef12015cf94f9b6c7ab39c4b092ba4a4_FORMATO.png,14,4.21,JosÇ Carlos Cracco Neto,0.0,2,7.63,20,"{'CA': 3, 'FC': 11, 'FD': 1, 'FS': 4, 'PE': 29, 'RB': 34, 'SG': 5}",zeca,6,0.0
641,Gabriel,87393,263,https://s.glbimg.com/es/sde/f/2019/03/22/0dc3b607fbf0f1db6f328cdcfd7169d0_FORMATO.png,18,3.66,Gabriel Costa Franáa,6.5,3,9.46,20,"{'CA': 3, 'FC': 7, 'FD': 1, 'FF': 1, 'FS': 16, 'I': 1, 'PE': 27, 'RB': 26, 'SG': 7}",gabriel,7,0.21
642,Renato Kayzer,92696,315,https://s.glbimg.com/es/sde/f/2019/07/23/32064f0a35c4c96bb12531c867d36125_FORMATO.png,8,1.05,Renato Kayzer de Souza,0.0,5,2.28,20,"{'FC': 9, 'FD': 1, 'FF': 2, 'FS': 5, 'G': 1, 'I': 2, 'PE': 3, 'RB': 1}",renato-kayzer,6,0.0
643,Mateus Vital,93108,264,https://s.glbimg.com/es/sde/f/2019/05/23/3173cd42fd63f03aecc0aa9d2b3fb706_FORMATO.png,13,4.77,Mateus da Silva Vital AssumpáÑo,0.0,4,7.48,20,"{'A': 2, 'CA': 1, 'FC': 4, 'FD': 6, 'FF': 10, 'FS': 29, 'G': 1, 'PE': 14, 'RB': 15}",mateus-vital,6,0.0
644,Vitor Bueno,87552,276,https://s.glbimg.com/es/sde/f/2019/04/04/095c0e9c914b5540c22f639788f6324f_FORMATO.png,11,2.41,Vitor Frezarin Bueno,0.0,4,6.12,20,"{'FC': 4, 'FD': 1, 'FF': 3, 'FS': 13, 'G': 1, 'PE': 15, 'RB': 10}",vitor-bueno,6,0.0
645,Ca°que S†,87437,315,https://s.glbimg.com/es/sde/f/2019/08/27/b28e2716f68ff79bd54f9af7394a8926_FORMATO.png,2,-0.25,Ca°que Silva S†,0.0,2,3.03,20,"{'CA': 1, 'FC': 4, 'FS': 1, 'PE': 5, 'RB': 3}",caique-sa,6,0.0
646,Raul,92496,267,https://s.glbimg.com/es/sde/f/2018/09/27/cff54b0c5b12cb5f18cd3ca9292e3511_FORMATO.png,17,4.89,Raul Lì Gonáalves,3.3,4,8.33,20,"{'A': 2, 'CA': 4, 'FC': 31, 'FD': 7, 'FF': 7, 'FS': 44, 'PE': 33, 'RB': 47}",raul,6,-0.73
647,Thaciano,87470,284,https://s.glbimg.com/es/sde/f/2018/05/21/8805a9e1e4f2ee609adb3d2576d5ff0a_FORMATO.png,14,2.85,Thaciano Mickael da Silva,3.0,4,4.9,20,"{'A': 1, 'CA': 4, 'FC': 16, 'FD': 5, 'FF': 3, 'FS': 12, 'G': 1, 'I': 3, 'PE': 15, 'RB': 23}",thaciano,6,-0.66
648,Quintero,96382,356,https://s.glbimg.com/es/sde/f/2019/03/22/df21f8c767acbe98de2f1a88be61c8e8_FORMATO.png,20,1.47,Juan Sebasti†n Quintero Fletcher,-1.6,3,2.86,20,"{'CA': 2, 'FC': 11, 'FD': 1, 'FF': 1, 'FS': 6, 'G': 1, 'PE': 29, 'RB': 13, 'SG': 3}",quintero,7,-0.25
649,Jonatan Gomez,94857,341,https://s.glbimg.com/es/sde/f/2019/06/05/9f3a5b8b8f548ddf62d596532896c337_FORMATO.png,12,4.08,Jonatan David Gomez Ospina,-0.6,4,4.4,20,"{'A': 2, 'CA': 4, 'FC': 16, 'FD': 7, 'FF': 10, 'FS': 33, 'G': 2, 'I': 1, 'PE': 33, 'RB': 11}",jonatan-gomez,7,-2.21
650,Lucas Fernandes,94931,276,https://s.glbimg.com/es/sde/f/2018/08/23/9551a9d9ca9245ef1e854e865d0e50bd_FORMATO.png,0,0.0,Lucas Fernandes da Silva,0.0,4,2.0,20,{},lucas-fernandes,6,0.0
651,Ronaldo,92981,265,https://s.glbimg.com/es/sde/f/2019/07/19/83ab7827bcb96302e51df4217de3e45a_FORMATO.png,8,3.68,Ronaldo da Silva Souza,-0.4,4,4.29,20,"{'A': 1, 'CA': 2, 'FC': 14, 'FF': 2, 'FS': 7, 'PE': 19, 'RB': 24}",ronaldo,6,-1.28
652,Deyverson,92708,275,https://s.glbimg.com/es/sde/f/2019/01/14/3437ba3702c7494eee6e3469ceacfe97_FORMATO.jpeg,9,4.02,Deyverson Brum Silva Acosta,1.5,5,9.84,20,"{'A': 2, 'CA': 1, 'FC': 10, 'FD': 6, 'FF': 10, 'FS': 22, 'G': 1, 'I': 13, 'PE': 17, 'RB': 7}",deyverson,6,-0.84
653,Thiago Santos,93151,315,https://s.glbimg.com/es/sde/f/2019/05/08/d6ea24feb54f6ea2b6f7eb5c8ed0c4da_FORMATO.png,0,0.0,Thiago Nascimento dos Santos,0.0,5,3.0,20,{},thiago-santos,5,0.0
654,Juninho Capixaba,94968,284,https://s.glbimg.com/es/sde/f/2018/07/25/49d7d2f3cc1d0ef8b78666c591c1128d_FORMATO.png,13,3.69,Luis Antìnio da Rocha J£nior,4.9,2,7.7,20,"{'A': 1, 'CA': 7, 'FC': 26, 'FD': 2, 'FF': 2, 'FS': 28, 'I': 3, 'PE': 32, 'RB': 22, 'SG': 6}",juninho-capixaba,6,-0.23
655,Lucas Ver°ssimo,93368,277,https://s.glbimg.com/es/sde/f/2019/05/09/77ef73e05fe5f4a5bcbf11b7577516d4_FORMATO.png,18,4.26,Lucas Ver°ssimo da Silva,-1.2,3,8.99,20,"{'CA': 5, 'CV': 1, 'FC': 36, 'FD': 2, 'FF': 7, 'FS': 12, 'FT': 2, 'G': 1, 'I': 1, 'PE': 47, 'RB': 41, 'SG': 7}",lucas-verissimo,7,-0.55
656,TrÇllez,87679,285,https://s.glbimg.com/es/sde/f/2019/08/16/26ad03bb240f5418adc75a10567c1e3b_FORMATO.png,4,1.58,Santiago TrÇllez Vivero,0.0,5,4.35,20,"{'FC': 5, 'FD': 3, 'FF': 6, 'FS': 4, 'I': 5, 'PE': 2, 'RB': 1}",trellez,6,0.0
657,Michael,93659,282,https://s.glbimg.com/es/sde/f/2018/05/07/b00362ea5028e43dae1152d78fbf5ccc_FORMATO.png,0,0.0,Michael Matias Fracaro,0.0,1,1.0,20,{},michael,5,0.0
658,Joel Carli,93414,263,https://s.glbimg.com/es/sde/f/2019/03/22/5b148a93fa4bc73fb9ad91009dde28c2_FORMATO.png,15,1.81,Mauro Joel Carli,0.0,3,6.17,20,"{'CA': 5, 'FC': 13, 'FD': 1, 'FF': 2, 'FS': 10, 'FT': 1, 'PE': 39, 'RB': 13, 'SG': 5}",joel-carli,6,0.0
659,Yago Felipe,87747,290,https://s.glbimg.com/es/sde/f/2019/04/25/b0af7a3c86be9b197bc4fe18084d69ca_FORMATO.png,14,2.84,Yago Felipe da Costa Rocha,10.5,4,5.8,20,"{'A': 1, 'CA': 5, 'FC': 20, 'FF': 2, 'FS': 19, 'FT': 1, 'G': 1, 'I': 1, 'PE': 21, 'RB': 25}",yago-felipe,7,1.9
660,Fernando Medeiros,92841,265,https://s.glbimg.com/es/sde/f/2019/02/27/d7d62e276bd5101031417c8ab4f7e691_FORMATO.png,0,0.0,Fernando Medeiros da Silva,0.0,4,2.0,20,{},fernando-medeiros,6,0.0
661,Geovane Itinga,94980,265,https://s.glbimg.com/es/sde/f/2019/03/29/88378f9e43f39383c268b83aebcdfa20_FORMATO.png,0,0.0,Geovane Santana Souza,0.0,5,2.0,20,{},geovane-itinga,6,0.0
662,Jobson,93377,277,https://s.glbimg.com/es/sde/f/2019/09/21/78ffca0f8c20a94cf8b5e9109bea47c6_FORMATO.png,0,0.0,Jobson Souza Santos,0.0,4,4.0,20,{},jobson,6,0.0
663,Marco Antìnio,94975,265,https://s.glbimg.com/es/sde/f/2019/03/29/bb54c58fde4944da79ee5a0a033c3477_FORMATO.png,0,0.0,Marco Antìnio Rosa Furtado J£nior,0.0,4,3.0,20,{},marco-antonio,6,0.0
664,Alan Cardoso,93785,277,https://s.glbimg.com/es/sde/f/2019/03/28/5f3fd4c09cb41da699f94b30e6bd4600_FORMATO.png,0,0.0,Alan Cardoso de Andrade,0.0,2,3.0,20,{},alan-cardoso,6,0.0
665,Arrascaeta,87863,262,https://s.glbimg.com/es/sde/f/2019/04/26/85b7c7626785a66de96ac6b9008f4299_FORMATO.png,12,11.63,Giorgian Daniel de Arrascaeta Benedetti,11.6,4,18.05,20,"{'A': 7, 'CA': 1, 'FC': 13, 'FD': 5, 'FF': 9, 'FS': 26, 'G': 9, 'PE': 46, 'RB': 19}",arrascaeta,7,1.82
666,Felipinho,94981,265,https://s.glbimg.com/es/sde/f/2019/03/29/b815b1cd06738228903c58b06df8651f_FORMATO.png,0,0.0,Felipe Matheus Filgueira de Ara£jo,0.0,4,2.0,20,{},felipinho,6,0.0
667,Gustavo Scarpa,87999,275,https://s.glbimg.com/es/sde/f/2019/01/14/ecfff46ca7c7e833694357f560f6c1c6_FORMATO.jpeg,12,2.63,Gustavo Henrique Furtado Scarpa,4.5,4,4.81,20,"{'A': 1, 'CA': 1, 'FC': 8, 'FD': 8, 'FF': 7, 'FS': 7, 'G': 2, 'PE': 32, 'RB': 5}",gustavo-scarpa,7,0.91
668,Andrey,93787,267,https://s.glbimg.com/es/sde/f/2018/09/27/8599b503c16e7576611774a756e2e106_FORMATO.png,11,2.55,Andrey Ramos do Nascimento,-0.3,4,4.9,20,"{'FC': 10, 'FD': 3, 'FF': 3, 'FS': 5, 'G': 1, 'PE': 15, 'RB': 14}",andrey,6,-0.57
669,Alisson Safira,93782,341,https://s.glbimg.com/es/sde/f/2019/09/06/a600a839f4c3df38a3428362b9adccb7_FORMATO.png,2,3.2,Alisson Pelegrini Safira,0.0,5,4.48,20,"{'A': 1, 'FC': 3, 'FS': 4, 'PE': 2, 'RB': 1}",alisson-safira,6,0.0
670,Sornoza,87877,264,https://s.glbimg.com/es/sde/f/2019/05/23/f57131336fd4986cab54d1401667dbf8_FORMATO.png,12,2.96,J£nior Nazareno Sornoza Moreira,8.0,4,6.06,20,"{'A': 1, 'CA': 2, 'FC': 13, 'FD': 6, 'FF': 9, 'FS': 13, 'FT': 1, 'PE': 13, 'RB': 14}",sornoza,6,0.99
671,Zeca,94976,290,https://s.glbimg.com/es/sde/f/2019/09/06/dbf34ebaef4e5810e0d84de12e286859_FORMATO.png,0,0.0,JosÇ Joaquim de Carvalho,0.0,5,1.0,20,{},zeca,6,0.0
672,Jorge,88065,277,https://s.glbimg.com/es/sde/f/2019/04/30/d5b0b482b84d690a1f796957d38dd952_FORMATO.png,16,6.67,Jorge Marco de Oliveira Moraes,5.4,2,15.03,20,"{'A': 4, 'CA': 3, 'FC': 21, 'FD': 7, 'FF': 9, 'FS': 25, 'G': 1, 'I': 1, 'PE': 31, 'RB': 28, 'SG': 7}",jorge,7,0.69
673,Matheus Vargas,87929,356,https://s.glbimg.com/es/sde/f/2019/09/06/28fc3ab9cc81a64bc647295224944e96_FORMATO.png,1,4.0,Matheus de Vargas,0.0,4,2.99,20,"{'FS': 2, 'RB': 2}",matheus-vargas,6,0.0
674,Thalles,95222,290,https://s.glbimg.com/es/sde/f/2019/03/26/56b3e518112fea200bbd74d9de3a5289_FORMATO.png,0,0.0,Thalles Gabriel Morais dos Reis,0.0,4,2.0,20,{},thalles,6,0.0
675,Daniel,93791,266,https://s.glbimg.com/es/sde/f/2019/09/16/ee28ebd8f6c3887a9baa980792dd7d32_FORMATO.png,13,1.47,Daniel Sampaio Simîes,0.0,4,4.58,20,"{'A': 1, 'CA': 2, 'FC': 10, 'FD': 6, 'FF': 3, 'FS': 21, 'PE': 40, 'RB': 10}",daniel,6,0.0
676,Max,94982,265,https://s.glbimg.com/es/sde/f/2019/02/27/1742dc16d6ca6bb28a57dbd1123a9069_FORMATO.png,0,0.0,Max Alexandre dos Santos Silva,0.0,4,1.0,20,{},max,6,0.0
677,Matheus Lucas,95246,314,https://s.glbimg.com/es/sde/f/2019/09/19/65cd9edd995af75682ea42a1399e9c66_FORMATO.png,0,0.0,Matheus Lucas Jacintho Ferreira,0.0,5,1.0,20,{},matheus-lucas,6,0.0
678,Keiller,93834,285,https://s.glbimg.com/es/sde/f/2018/04/08/2b0ef7e6d3eca3c4d867a530c5f5993a_FORMATO.png,0,0.0,Keiller da Silva Nunes,0.0,1,2.0,20,{},keiller,6,0.0
679,Marcinho,93797,263,https://s.glbimg.com/es/sde/f/2019/03/22/73ff5646586a9145ea6768297b10ac7d_FORMATO.png,14,3.99,M†rcio Almeida de Oliveira,1.5,2,6.86,20,"{'A': 2, 'CA': 2, 'FC': 18, 'FD': 5, 'FF': 10, 'FS': 9, 'G': 1, 'I': 1, 'PE': 34, 'RB': 12, 'SG': 5}",marcinho,7,-0.69
680,Cleiton,93882,282,https://s.glbimg.com/es/sde/f/2018/05/07/8a0462ed1a379da917d8f4b4fa8cc04a_FORMATO.png,10,2.59,Cleiton Schwengber,7.7,1,3.68,20,"{'DD': 11, 'DP': 1, 'GS': 11, 'PE': 7, 'SG': 2}",cleiton,6,1.87
681,Orejuela,95352,283,https://s.glbimg.com/es/sde/f/2019/03/31/bab8422e33f99d2553b8c998855973de_FORMATO.png,9,2.23,Luis Manuel Orejuela Garc°a,-1.5,2,4.62,20,"{'CA': 2, 'FC': 20, 'FD': 2, 'FF': 1, 'FS': 8, 'I': 1, 'PE': 12, 'RB': 14, 'SG': 2}",orejuela,7,-0.19
682,Lucas Franáa,93869,354,https://s.glbimg.com/es/sde/f/2018/05/18/e628010513e2e9e40d44eb43c1387f0e_FORMATO.png,1,4.0,Lucas Oliveira de Franáa,4.0,1,2.36,20,"{'DD': 2, 'GS': 1}",lucas-franca,6,0.36
683,Jefferson,95220,290,https://s.glbimg.com/es/sde/f/2019/08/16/99966209d47d25a71d37b4e2176290ee_FORMATO.png,18,5.11,Jefferson Junio Antonio da Silva,10.7,2,12.81,20,"{'A': 1, 'CA': 2, 'FC': 13, 'FD': 1, 'FF': 3, 'FS': 22, 'G': 1, 'PE': 43, 'RB': 42, 'SG': 5}",jefferson,7,1.57
684,John Victor,94044,277,https://s.glbimg.com/es/sde/f/2018/05/23/c542b827e970e8c167f2a026360a0fa9_FORMATO.png,0,0.0,John Victor Maciel Furtado,0.0,1,1.0,20,{},john-victor,6,0.0
685,Matheus Jesus,95335,264,https://s.glbimg.com/es/sde/f/2019/05/09/e71fd15038b4159201c4558cc307a573_FORMATO.png,4,2.2,Matheus Sousa de Jesus,0.0,4,4.92,20,"{'FC': 1, 'FS': 7, 'I': 1, 'PE': 4, 'RB': 5}",matheus-jesus,6,0.0
686,Marcos J£nior,93893,267,https://s.glbimg.com/es/sde/f/2019/04/17/da657b0e54ff1131824ec12cb5ae13c2_FORMATO.png,13,2.08,Marcos Antonio Candido Ferreira J£nior,1.5,4,3.75,20,"{'CA': 4, 'FC': 22, 'FD': 3, 'FF': 5, 'FS': 19, 'FT': 1, 'G': 1, 'PE': 35, 'RB': 19}",marcos-junior,6,-0.44
687,Gregore,95464,265,https://s.glbimg.com/es/sde/f/2019/03/29/6ad2ae60d8a847b0dcfc712888763ff8_FORMATO.png,17,2.17,Gregore de MagalhÑes da Silva,4.9,4,10.26,20,"{'CA': 3, 'CV': 1, 'FC': 59, 'FD': 1, 'FF': 5, 'FS': 13, 'PE': 51, 'RB': 54}",gregore,7,0.87
688,Maur°cio,96464,314,https://s.glbimg.com/es/sde/f/2019/03/26/1f39cc62496e44034c3eeebbdf31abf6_FORMATO.png,0,0.0,Maur°cio Tomazi Pinheiro,0.0,3,3.0,20,{},mauricio,6,0.0
689,Igor Vin°cius,95466,276,https://s.glbimg.com/es/sde/f/2019/04/01/882d97a0ed3a028f3c489768c79b7268_FORMATO.png,12,3.25,Igor Vin°cius de Souza,0.0,2,7.26,20,"{'A': 2, 'CA': 3, 'CV': 2, 'FC': 19, 'FD': 2, 'FF': 3, 'FS': 7, 'PE': 18, 'RB': 21, 'SG': 4}",igor-vinicius,6,0.0
690,Matheus Fernandes,94067,275,https://s.glbimg.com/es/sde/f/2019/01/14/6c44cb9987aece7b067a5e308a05a551_FORMATO.jpeg,3,1.43,Matheus Fernandes Siqueira,0.0,4,3.87,20,"{'FC': 1, 'FS': 3, 'PE': 4, 'RB': 3}",matheus-fernandes,6,0.0
691,Kunde,95476,314,https://s.glbimg.com/es/sde/f/2019/03/25/c4c9c869583e3c80724d1cea7d6dbbc9_FORMATO.png,4,0.1,Eduardo Kunde,0.0,3,0.75,20,"{'CA': 2, 'FC': 7, 'FS': 1, 'PE': 7, 'RB': 3, 'SG': 1}",kunde,7,0.0
692,Ribamar,94068,267,https://s.glbimg.com/es/sde/f/2019/02/04/9b1da38d8e388aadbecc486fc796afa1_FORMATO.jpeg,4,2.83,Lucas Ribamar Lopes dos Santos Bibiano,-1.0,5,2.27,20,"{'FC': 5, 'FD': 3, 'FF': 5, 'FS': 1, 'G': 1, 'I': 4, 'PE': 1}",ribamar,6,-1.63
693,Aguilar,95494,277,https://s.glbimg.com/es/sde/f/2019/03/28/938d6ad9b3c0aa9f3fa04ed1ae5193a6_FORMATO.png,14,3.47,Felipe Aguilar Mendoza,0.0,3,6.02,20,"{'CA': 3, 'FC': 18, 'FF': 2, 'FS': 8, 'PE': 12, 'RB': 21, 'SG': 6}",aguilar,6,0.0
694,Daniel,96468,285,https://s.glbimg.com/es/sde/f/2019/04/26/ac6062a69b3c066cd610015cd65af6e5_FORMATO.png,0,0.0,Daniel de Sousa Brito,0.0,1,3.0,20,{},daniel,6,0.0
695,LÇo Lopes,96965,314,https://s.glbimg.com/es/sde/f/2019/03/25/75373f3be71d114621aba37a7d05db97_FORMATO.png,0,0.0,Leonardo Thomas Lopes,0.0,1,1.0,20,{},leo-lopes,6,0.0
696,Felipe Vizeu,94138,284,https://s.glbimg.com/es/sde/f/2019/06/05/2daf01a9e1c0abfaadf9c988b8805f10_FORMATO.png,9,0.67,Felipe dos Reis Pereira Vizeu do Carmo,0.0,5,2.41,20,"{'FC': 9, 'FF': 4, 'FS': 3, 'G': 1, 'PE': 7}",felipe-vizeu,5,0.0
697,Allan,96652,266,https://s.glbimg.com/es/sde/f/2019/09/16/12ceec5319eba91a016fb4338bc4017a_FORMATO.png,15,0.43,Allan Rodrigues de Souza,2.7,4,2.07,20,"{'A': 1, 'CA': 6, 'CV': 1, 'FC': 32, 'FD': 7, 'FF': 8, 'FS': 20, 'PE': 48, 'RB': 16}",allan,7,-0.25
698,Diego Pituca,94156,277,https://s.glbimg.com/es/sde/f/2019/03/28/c72bd8dd63cb920ddd6ebd16f7324c0e_FORMATO.png,18,1.61,Diego Cristiano Evaristo,3.9,4,3.84,20,"{'CA': 6, 'FC': 40, 'FD': 7, 'FF': 10, 'FS': 19, 'FT': 2, 'G': 1, 'PE': 45, 'RB': 23}",diego-pituca,7,0.33
699,Piris da Motta,95802,262,https://s.glbimg.com/es/sde/f/2019/04/26/28247a3afb9c8e95c1956b2bea9f5c5e_FORMATO.png,14,0.63,Robert Ayrton Piris da Motta,-1.0,4,2.97,20,"{'CA': 2, 'FC': 8, 'FF': 1, 'FS': 11, 'PE': 10, 'RB': 9}",piris-da-motta,6,-0.66
700,William Oliveira,94297,354,https://s.glbimg.com/es/sde/f/2019/03/28/a3452277d99839a5fd7add732b5aa132_FORMATO.png,5,1.18,William Oliveira dos Santos,5.7,4,3.04,20,"{'CA': 1, 'FC': 6, 'FD': 2, 'FF': 1, 'FS': 4, 'PE': 1, 'RB': 4}",william-oliveira,6,1.0
701,Alessandro Vin°cius,94495,282,https://s.glbimg.com/es/sde/f/2019/03/30/ffa3db77225e133627999054dd742e50_FORMATO.png,0,0.0,Alessandro Vin°cius Gonáalves da Silva,0.0,4,1.0,20,{},alessandro-vinicius,6,0.0
702,Yony Gonz†lez,97080,266,https://s.glbimg.com/es/sde/f/2019/09/16/6e11b752b529568fe0635d0f869f0dfa_FORMATO.png,16,5.8,Jony Alexander Gonz†lez Copete,2.0,5,12.38,20,"{'CA': 1, 'FC': 16, 'FD': 12, 'FF': 26, 'FS': 28, 'FT': 2, 'G': 4, 'I': 4, 'PE': 16, 'RB': 15}",yony-gonzalez,7,0.08
703,Fabinho,101729,276,https://s.glbimg.com/es/sde/f/2019/09/03/661377f093096839f93446905c389155_FORMATO.png,1,-0.5,Fabio Augusto Luciano da Silva,0.0,5,0.77,20,{'FC': 1},fabinho,6,0.0
704,Arthur Gomes,96966,315,https://s.glbimg.com/es/sde/f/2019/05/08/05a9ae684d7d1c4ad13ff91e04c82d09_FORMATO.png,17,2.64,Arthur Gomes Lourenáo,1.6,5,4.78,20,"{'CA': 2, 'FC': 15, 'FD': 1, 'FF': 8, 'FS': 34, 'FT': 1, 'G': 2, 'I': 2, 'PE': 24, 'RB': 14}",arthur-gomes,6,-0.99
