,apelido,atleta_id,clube_id,foto,jogos_num,media_num,nome,pontos_num,posicao_id,preco_num,rodada_id,scout,slug,status_id,variacao_num
316,Eduardo Sasha,70360,277,https://s.glbimg.com/es/sde/f/2018/05/23/a1e5220c82575c4f297c1173ec07d58a_FORMATO.png,19,6.41,Eduardo Colcenti Antunes,3.7,5,17.67,20,"{'A': 1, 'CA': 1, 'FC': 14, 'FD': 11, 'FF': 14, 'FS': 15, 'FT': 2, 'G': 8, 'I': 2, 'PE': 33, 'RB': 23}",eduardo-sasha,7,0.15
317,Renà,78445,262,https://s.glbimg.com/es/sde/f/2019/04/26/f7f5e18054dd2e487e3f2851ce8e28b7_FORMATO.png,12,4.03,Renà Rodrigues Martins,0.0,2,8.04,20,"{'A': 1, 'CA': 1, 'FC': 9, 'FD': 1, 'FF': 1, 'FS': 6, 'PE': 29, 'RB': 19, 'SG': 5}",rene,6,0.0
318,Vitinho,78435,262,https://s.glbimg.com/es/sde/f/2019/04/26/36d518358679018a8859dd349da9e91c_FORMATO.png,10,3.76,Victor Vin°cius Coelho dos Santos,0.1,5,8.16,20,"{'FC': 12, 'FD': 7, 'FF': 8, 'FS': 10, 'G': 2, 'PE': 19, 'RB': 9}",vitinho,6,-0.78
319,Everton,50301,276,https://s.glbimg.com/es/sde/f/2019/04/01/f6dbb421ca616441bbb6ab053b0bbd90_FORMATO.png,15,1.63,Everton Cardoso da Silva,5.2,4,7.69,20,"{'A': 2, 'CA': 3, 'FC': 32, 'FD': 3, 'FF': 2, 'FS': 21, 'G': 1, 'I': 7, 'PE': 30, 'RB': 17}",everton,2,0.8
320,Marllon,70666,264,https://s.glbimg.com/es/sde/f/2019/09/12/25b06b2bbcc0a18b06542144db3ebc75_FORMATO.png,2,5.05,Marllon Gonáalves Jerìnimo Borges,0.0,3,5.51,20,"{'CA': 1, 'FC': 1, 'FF': 1, 'FS': 7, 'PE': 4, 'RB': 3, 'SG': 1}",marllon,6,0.0
321,Alex Amado,78475,354,https://s.glbimg.com/es/sde/f/2019/03/28/baad423e3d4f7d7ca9067444675bd599_FORMATO.png,0,0.0,Alex Broch Amado,0.0,5,2.0,20,{},alex-amado,6,0.0
322,Willian ArÑo,78478,262,https://s.glbimg.com/es/sde/f/2019/04/26/24196e5c70d2a4de33babf207cf06539_FORMATO.png,18,4.77,Willian Souza ArÑo da Silva,3.6,4,13.72,20,"{'A': 5, 'CA': 1, 'FC': 27, 'FD': 4, 'FF': 9, 'FS': 11, 'FT': 1, 'G': 1, 'PE': 41, 'RB': 40}",willian-arao,7,0.31
323,Marcos,78495,290,https://s.glbimg.com/es/sde/f/2019/03/26/97c014749e1bd594e9dc76f33b45a278_FORMATO.png,1,-0.5,Marcos de Paula Dutra,0.0,1,2.23,20,"{'DD': 1, 'FS': 1, 'GS': 2}",marcos,6,0.0
324,F†bio Carille,70696,264,https://s.glbimg.com/es/sde/f/2018/03/20/3e7bfa01fec16848b569ba9368ea13ef_FORMATO.png,19,4.28,F†bio Luiz Carille de Ara£jo,4.5,6,11.73,20,{},fabio-carille,6,0.2
325,Paulinho,78512,314,https://s.glbimg.com/es/sde/f/2019/05/07/d675dad7ddcb13ca96fcc4065ac3b404_FORMATO.png,4,0.85,Paulo Oliveira de Souza Junior,0.0,2,1.93,20,"{'FC': 7, 'FF': 2, 'FS': 4, 'PE': 9, 'RB': 4}",paulinho,6,0.0
326,Sass†,79578,283,https://s.glbimg.com/es/sde/f/2018/05/07/89b8e9b3d830ff681500c63572397636_FORMATO.png,13,2.3,Luiz Ricardo Alves,0.0,5,6.25,20,"{'FC': 7, 'FD': 6, 'FF': 3, 'FS': 11, 'FT': 1, 'G': 2, 'I': 2, 'PE': 4, 'RB': 1}",sassa,6,0.0
327,Joao Rojas,70784,276,https://s.glbimg.com/es/sde/f/2018/08/22/4263f96a54ea57b00b989a04f50f6ec3_FORMATO.png,0,0.0,Joao Robin Rojas Mendoza,0.0,5,7.0,20,{},joao-rojas,5,0.0
328,Elicarlos,50313,315,https://s.glbimg.com/es/sde/f/2018/05/24/3e401f24a4a1c1988cafbd700ba6e5c5_FORMATO.png,8,1.12,Elicarlos Souza Santos,1.3,4,4.55,20,"{'CA': 2, 'FC': 11, 'FD': 2, 'FF': 6, 'FS': 8, 'PE': 16, 'RB': 8}",elicarlos,6,0.4
329,Jean Mota,78548,277,https://s.glbimg.com/es/sde/f/2019/04/04/f6df9ba4f9ba25d9b872308e30c5baa9_FORMATO.png,15,2.17,Jean Mota Oliveira de Sousa,0.0,4,8.0,20,"{'A': 1, 'FC': 14, 'FD': 6, 'FF': 4, 'FS': 19, 'FT': 1, 'G': 1, 'PE': 23, 'RB': 7}",jean-mota,6,0.0
330,Jorge Sampaoli,70800,277,https://s.glbimg.com/es/sde/f/2019/04/02/cbfe46eed15abdc67d75bd4170d5e6a1_FORMATO.png,20,4.64,Jorge Sampaoli,2.66,6,12.44,20,{},jorge-sampaoli,7,0.23
331,Vagner,78151,315,https://s.glbimg.com/es/sde/f/2019/05/08/f2f7ed3e3f857655c8c5e56733e7aa3d_FORMATO.png,0,0.0,Vagner Antìnio Brandalise,0.0,1,4.0,20,{},vagner,5,0.0
332,Diogo Barbosa,70916,275,https://s.glbimg.com/es/sde/f/2019/07/17/7b62744c1b953b4b9efd8b0e0fb8d099_FORMATO.png,12,6.07,Diogo Barbosa Mendanha,8.1,2,14.22,20,"{'CA': 2, 'FC': 18, 'FD': 2, 'FF': 2, 'FS': 13, 'PE': 17, 'RB': 37, 'SG': 5}",diogo-barbosa,7,0.36
333,Wescley,70925,354,https://s.glbimg.com/es/sde/f/2019/03/28/0323fda54c2149f1f78b04bb3c9dcb1f_FORMATO.png,9,0.39,Wescley Gomes dos Santos,-0.5,4,3.45,20,"{'CA': 1, 'FC': 7, 'FD': 2, 'FS': 6, 'I': 3, 'PE': 13, 'RB': 6}",wescley,6,-0.17
334,David Braz,50317,284,https://s.glbimg.com/es/sde/f/2019/07/12/5f154e14178b2e22a7884dd5b6c9ab84_FORMATO.png,9,4.3,David Braz de Oliveira Filho,6.5,3,8.32,20,"{'FC': 3, 'FD': 1, 'FF': 4, 'FS': 1, 'G': 1, 'PE': 9, 'RB': 10, 'SG': 3}",david-braz,7,-0.37
335,Gabriel,78605,264,https://s.glbimg.com/es/sde/f/2019/05/23/2e7a0138d60a1418cacfcd315daf7491_FORMATO.png,8,3.36,Gabriel Girotto Franco,0.0,4,6.63,20,"{'CA': 1, 'FC': 12, 'FF': 1, 'FS': 4, 'PE': 13, 'RB': 24}",gabriel,6,0.0
336,Douglas Friedrich,78584,265,https://s.glbimg.com/es/sde/f/2019/03/29/ef148b9e6c0fb1706902616959184e5b_FORMATO.png,19,7.27,Douglas Alan Schuck Friedrich,-1.0,1,13.44,20,"{'DD': 37, 'DP': 1, 'FS': 5, 'GS': 16, 'PE': 6, 'RB': 1, 'SG': 10}",douglas-friedrich,7,-0.53
337,Eduardo Brock,78654,354,https://s.glbimg.com/es/sde/f/2019/03/28/27579304db4774273de16432633427c2_FORMATO.png,0,0.0,Eduardo Schroeder Brock,0.0,3,4.0,20,{},eduardo-brock,6,0.0
338,Jackson,70934,356,https://s.glbimg.com/es/sde/f/2019/08/22/e9f15056631f4d5c0c2046b0e623bdc2_FORMATO.png,6,1.23,Jackson de Souza,0.4,3,4.23,20,"{'FC': 6, 'FD': 1, 'FF': 2, 'FS': 5, 'I': 1, 'PE': 13, 'RB': 3, 'SG': 1}",jackson,7,-0.35
339,Matheus Rossetto,86766,293,https://s.glbimg.com/es/sde/f/2019/03/30/05eb59cd87f511f9e069941d777aa540_FORMATO.png,6,0.17,Matheus Rossetto,0.0,4,2.49,20,"{'CA': 2, 'FC': 11, 'FS': 3, 'PE': 15, 'RB': 9}",matheus-rossetto,6,0.0
340,Ramiro,78715,264,https://s.glbimg.com/es/sde/f/2019/05/23/74dd3815a00b56d9fc765cad761ff91c_FORMATO.png,11,1.25,Ramiro Moschen Benetti,0.7,4,9.34,20,"{'A': 1, 'CA': 1, 'FC': 17, 'FD': 1, 'FF': 3, 'FS': 8, 'PE': 11, 'RB': 10}",ramiro,6,-0.14
341,LÇo Cittadini,70986,293,https://s.glbimg.com/es/sde/f/2019/03/30/475167cdad7e826c64f4a0a999f8aef9_FORMATO.png,10,3.51,Leonardo Cittadini,4.0,4,6.27,20,"{'CA': 1, 'FC': 10, 'FD': 5, 'FF': 7, 'FS': 14, 'G': 1, 'PE': 13, 'RB': 13}",leo-cittadini,2,0.01
342,Ricardinho,78577,354,https://s.glbimg.com/es/sde/f/2019/03/28/893813a02cea9d96daf288036733d24e_FORMATO.png,17,4.31,Ricardo Dias Acosta,0.0,4,7.33,20,"{'A': 4, 'CA': 1, 'FC': 20, 'FD': 13, 'FF': 14, 'FS': 5, 'G': 1, 'PE': 42, 'RB': 27}",ricardinho,7,0.0
343,Hudson,50324,276,https://s.glbimg.com/es/sde/f/2019/04/01/9e5f146e4b4c3975e459435a5ebde804_FORMATO.png,12,2.67,Hudson Rodrigues dos Santos,0.0,4,9.56,20,"{'A': 1, 'CA': 3, 'FC': 25, 'FD': 4, 'FF': 1, 'FS': 10, 'G': 1, 'I': 1, 'PE': 18, 'RB': 22}",hudson,6,0.0
344,Bruno Henrique,70944,275,https://s.glbimg.com/es/sde/f/2019/01/14/57fb81b73c89620d18f66384c4d61108_FORMATO.jpeg,13,2.01,Bruno Henrique Corsini,2.4,4,10.03,20,"{'CA': 1, 'FC': 26, 'FD': 1, 'FF': 3, 'FS': 16, 'G': 2, 'PE': 30, 'RB': 15}",bruno-henrique,7,-0.92
345,Reinaldo,78850,276,https://s.glbimg.com/es/sde/f/2019/04/01/6d2d1a24cd6dbf9313e0b6efedc5c055_FORMATO.png,18,6.82,Reinaldo Manoel da Silva,4.2,2,14.72,20,"{'A': 1, 'CA': 3, 'FC': 19, 'FD': 6, 'FF': 14, 'FS': 22, 'G': 4, 'PE': 38, 'RB': 32, 'SG': 7}",reinaldo,7,-1.65
346,Bryan Ru°z,71019,277,https://s.glbimg.com/es/sde/f/2018/07/11/ef076ba265a7f7e961749ab3e573933e_FORMATO.png,0,0.0,Bryan Jafet Ru°z Gonz†lez,0.0,4,4.0,20,{},bryan-ruiz,6,0.0
347,Richard,78851,354,https://s.glbimg.com/es/sde/f/2019/03/28/27b9b114a61039b0185e25a34be02245_FORMATO.png,1,1.2,Richard de Oliveira da Costa,0.0,1,4.73,20,"{'DD': 1, 'FS': 1, 'GS': 1, 'PE': 1}",richard,6,0.0
348,Marcelo Oliveira,50328,284,https://s.glbimg.com/es/sde/f/2018/05/21/cd9984e989967919e3ef170f9dab23b7_FORMATO.png,0,0.0,Marcelo Oliveira Ferreira,0.0,3,5.0,20,{},marcelo-oliveira,5,0.0
349,Augusto,71042,315,https://s.glbimg.com/es/sde/f/2019/03/28/a943ff6068ab0a2af942a381c74055b4_FORMATO.png,11,2.2,Augusto CÇsar dos Santos Moreira,0.0,4,4.56,20,"{'A': 2, 'FC': 24, 'FD': 8, 'FF': 3, 'FS': 13, 'I': 3, 'PE': 19, 'RB': 10}",augusto,6,0.0
350,Rodrigo Dourado,78865,285,https://s.glbimg.com/es/sde/f/2018/04/08/d62e4f24b1b01196c8a645026d8091b2_FORMATO.png,1,1.4,Rodrigo Dourado Cunha,0.0,4,7.12,20,"{'CA': 1, 'FC': 2, 'FS': 1, 'PE': 2, 'RB': 3}",rodrigo-dourado,5,0.0
351,Roberto,71116,315,https://s.glbimg.com/es/sde/f/2018/08/29/ee96b4652f7fe6a58750ecd5d477ee2f_FORMATO.png,0,0.0,Roberto Heuchayer Santos de Ara£jo,0.0,2,4.0,20,{},roberto,6,0.0
352,Thiago Santos,78855,275,https://s.glbimg.com/es/sde/f/2019/01/14/c215c66c4f1a435e26c1d93d00555071_FORMATO.jpeg,8,1.55,Thiago dos Santos,0.0,4,5.6,20,"{'CA': 2, 'FC': 20, 'FD': 1, 'FF': 1, 'FS': 6, 'I': 1, 'PE': 7, 'RB': 16}",thiago-santos,6,0.0
353,Leo,71043,293,https://s.glbimg.com/es/sde/f/2018/03/01/5f4bc547ea7572a6909432c0c03d529b_FORMATO.png,2,5.85,Leonardo da Silva Vieira,0.0,1,2.47,20,"{'CA': 1, 'DD': 6, 'GS': 2, 'PE': 1}",leo,6,0.0
354,MoisÇs Ribeiro,78991,315,https://s.glbimg.com/es/sde/f/2017/04/25/c7b046cc3c9a420d4047bb8d6d4b6570_FORMATO.png,0,0.0,MoisÇs Ribeiro Santos,0.0,4,3.0,20,{},moises-ribeiro,3,0.0
355,Kayke,50402,290,https://s.glbimg.com/es/sde/f/2019/04/10/21bd813c25a65fc141baa5756eda6a41_FORMATO.png,18,3.81,Kayke Moreno de Andrade Rodrigues,2.9,5,7.74,20,"{'A': 3, 'CA': 3, 'FC': 17, 'FD': 7, 'FF': 17, 'FS': 8, 'G': 6, 'I': 5, 'PE': 31, 'RB': 4}",kayke,7,0.43
356,Naldo,78897,341,https://s.glbimg.com/es/sde/f/2019/03/23/aac48c4f03031bbaf833ecb77aaca2e3_FORMATO.png,17,1.46,Marinaldo dos Santos Oliveira,-1.3,4,2.98,20,"{'A': 1, 'CA': 3, 'FC': 24, 'FD': 2, 'FF': 5, 'FS': 9, 'I': 2, 'PE': 27, 'RB': 24}",naldo,7,-0.89
357,Patrick,83433,285,https://s.glbimg.com/es/sde/f/2018/04/08/ecdf20e0263f65cb7a63bf0e68ebd3b6_FORMATO.png,9,3.17,Patrick Bezerra do Nascimento,5.4,4,8.39,20,"{'A': 1, 'CA': 1, 'FC': 10, 'FD': 1, 'FF': 4, 'FS': 9, 'PE': 18, 'RB': 18}",patrick,7,0.59
358,Marquinho,50407,267,https://s.glbimg.com/es/sde/f/2019/06/21/54d9293ab4a308b17cb43dd66c62533a_FORMATO.png,5,0.9,Marco Antonio de Mattos Filho,0.0,4,4.67,20,"{'FC': 8, 'FD': 1, 'FF': 1, 'FS': 2, 'I': 1, 'PE': 5, 'RB': 5}",marquinho,6,0.0
359,Felipe Baxola,71113,354,https://s.glbimg.com/es/sde/f/2019/03/28/24e6b367451f8861ad0b1a99cfd02895_FORMATO.png,8,0.14,Felipe de Oliveira Silva,0.0,4,4.27,20,"{'CA': 1, 'FC': 2, 'FF': 3, 'PE': 9, 'RB': 3}",felipe-baxola,6,0.0
360,Vin°cius,71162,282,https://s.glbimg.com/es/sde/f/2019/03/29/188d8189b08f034c67505831cfe67554_FORMATO.png,13,3.35,Vin°cius Goes Barbosa de Souza,0.0,4,4.99,20,"{'A': 1, 'CA': 2, 'FC': 10, 'FD': 10, 'FF': 12, 'FS': 14, 'FT': 1, 'G': 2, 'I': 1, 'PE': 48, 'RB': 10}",vinicius,6,0.0
361,Luiz Felipe,79035,277,https://s.glbimg.com/es/sde/f/2019/03/28/8bb249c2111b49eff60737fd35c27a45_FORMATO.png,4,3.23,Luiz Felipe do Nascimento dos Santos,-0.3,3,5.54,20,"{'FS': 1, 'PE': 2, 'RB': 2, 'SG': 2}",luiz-felipe,6,-0.42
362,V°ctor Cuesta,79113,285,https://s.glbimg.com/es/sde/f/2018/04/08/b6cd86f9590fd3e82cb545ac74dc8c41_FORMATO.png,14,6.24,V°ctor Leandro Cuesta,10.3,3,15.01,20,"{'CA': 4, 'FC': 12, 'FS': 14, 'PE': 27, 'RB': 45, 'SG': 7}",victor-cuesta,7,0.5
363,Jorge Jesus,71224,262,https://s.glbimg.com/es/sde/f/2019/07/09/26c25e5a9a9db587106dd377725a743a_FORMATO.png,11,5.9,Jorge Fernando Pinheiro de Jesus,4.36,6,14.49,20,{},jorge-jesus,7,-0.24
364,LÇo,50459,283,https://s.glbimg.com/es/sde/f/2018/05/18/07a11eb9e0ab294a13fe3b76d7e9393b_FORMATO.png,13,1.92,Leonardo Renan Simîes de Lacerda,0.0,3,6.34,20,"{'CA': 1, 'FC': 16, 'FS': 4, 'PE': 15, 'RB': 15, 'SG': 3}",leo,5,0.0
365,Roger Machado ,79437,265,https://s.glbimg.com/es/sde/f/2019/04/29/8982a435477e1d2bde62d75552c4bbfe_FORMATO.png,20,4.28,Roger Machado Marques,1.72,6,11.15,20,{},roger-machado,7,-0.18
366,Rom†rio Rodrigues,79336,354,https://s.glbimg.com/es/sde/f/2019/03/28/8a5fe5aa3179c4ff1643804412e0050b_FORMATO.png,2,1.0,Rom†rio Marques Rodrigues,0.0,5,1.76,20,"{'FC': 1, 'FF': 1, 'FS': 4, 'PE': 1}",romario-rodrigues,6,0.0
367,Lucho Gonz†lez,71479,293,https://s.glbimg.com/es/sde/f/2019/03/30/53d81b4d0fe0473120e74c998cbcd3bc_FORMATO.png,8,1.06,Luis Oscar Gonz†lez,0.0,4,4.66,20,"{'CA': 1, 'FC': 10, 'FD': 2, 'FF': 4, 'FS': 2, 'G': 1, 'PE': 12, 'RB': 3}",lucho-gonzalez,2,0.0
368,Breno,50408,267,https://s.glbimg.com/es/sde/f/2018/09/27/3ded47ae372af2247cf245225f727efc_FORMATO.png,0,0.0,Breno Vinicius Rodrigues Borges,0.0,3,6.0,20,{},breno,6,0.0
369,Romero,79109,356,https://s.glbimg.com/es/sde/f/2019/03/22/6f3e87cd0ea7dd0de1f8463bf7e216a1_FORMATO.png,0,0.0,Santiago Ernesto Romero Fern†ndez,0.0,4,4.0,20,{},romero,6,0.0
370,Fernando Miguel,71571,267,https://s.glbimg.com/es/sde/f/2018/09/27/d6ac644102159cd04f0ad131ac4bfb10_FORMATO.png,12,2.75,Fernando Miguel Kaufmann,1.0,1,6.77,20,"{'CA': 1, 'DD': 14, 'FS': 1, 'GS': 13, 'PE': 5, 'SG': 4}",fernando-miguel,6,-0.51
371,F†bio Sanches,71604,290,https://s.glbimg.com/es/sde/f/2019/08/16/b5f403743092134524778b2bc6953aca_FORMATO.png,7,3.54,F†bio Pizarro Sanches,4.7,3,3.88,20,"{'FC': 2, 'FF': 1, 'FS': 9, 'G': 1, 'PE': 10, 'RB': 7, 'SG': 1}",fabio-sanches,7,-0.14
372,Eduardo,50645,315,https://s.glbimg.com/es/sde/f/2018/05/24/315077e18e31e9afaf1e1c4bcb25f7e2_FORMATO.png,14,2.53,Carlos Eduardo Santos Oliveira,1.4,2,8.18,20,"{'A': 1, 'CA': 2, 'FC': 16, 'FS': 18, 'PE': 45, 'RB': 18, 'SG': 4}",eduardo,6,0.15
373,Pedro Ken,50877,354,https://s.glbimg.com/es/sde/f/2019/03/28/7a6cecf56bf5b7d343a126ff05454101_FORMATO.png,8,1.3,Pedro Ken Morimoto Moreira,0.0,4,3.33,20,"{'CA': 1, 'FC': 7, 'FS': 9, 'PE': 2, 'RB': 8}",pedro-ken,6,0.0
374,Apodi,51042,341,https://s.glbimg.com/es/sde/f/2019/03/30/b18585f6b8ae91f70811643eb4487638_FORMATO.png,18,2.34,Luiz Diallison de Souza Alves,10.1,2,6.28,20,"{'A': 1, 'CA': 3, 'FC': 33, 'FD': 5, 'FF': 5, 'FS': 20, 'G': 1, 'I': 4, 'PE': 38, 'RB': 10, 'SG': 6}",apodi,7,1.12
375,Weverton,71631,275,https://s.glbimg.com/es/sde/f/2019/01/14/5b1562d1bba27830fd9ed3e313848728_FORMATO.jpeg,13,3.55,Weverton Pereira da Silva,4.7,1,13.26,20,"{'DD': 15, 'FS': 3, 'GS': 12, 'PE': 5, 'SG': 5}",weverton,7,-0.93
376,Gustavo G¢mez,71684,275,https://s.glbimg.com/es/sde/f/2019/01/14/3bd03adab98a337f19a89fde0e3a3b69_FORMATO.jpeg,8,2.74,Gustavo Ra£l G¢mez Portillo,5.4,3,12.4,20,"{'CA': 3, 'CV': 1, 'FC': 8, 'FD': 2, 'FS': 8, 'G': 1, 'PE': 10, 'RB': 7, 'SG': 3}",gustavo-gomez,7,0.4
377,Geovane,71667,290,https://s.glbimg.com/es/sde/f/2019/03/26/c9e38ba62632fce4509a3f9e0181914f_FORMATO.png,15,0.46,Geovane Batista de Faria,0.0,4,2.8,20,"{'CA': 4, 'FC': 37, 'FD': 1, 'FF': 8, 'FS': 9, 'PE': 34, 'RB': 21}",geovane,6,0.0
378,Elton,71719,265,https://s.glbimg.com/es/sde/f/2019/03/29/ba5687c390564e23e74776f29ea757f3_FORMATO.png,9,1.71,Elton Junior Melo Ata°de,0.0,4,5.22,20,"{'CA': 1, 'FC': 19, 'FD': 1, 'FF': 4, 'PE': 15, 'RB': 18}",elton,5,0.0
379,Juninho Quixad†,71787,354,https://s.glbimg.com/es/sde/f/2019/03/28/290762becedf23c80b831f923f4b7b33_FORMATO.png,1,0.0,Pedro JuliÑo Azevedo Junior,0.0,4,3.8,20,{},juninho-quixada,6,0.0
380,Antìnio Carlos ,79702,275,https://s.glbimg.com/es/sde/f/2019/06/04/82859093e0dc5964ab48dbe20839b60d_FORMATO.png,7,2.16,Antìnio Carlos Cunha Capocasali J£nior,0.0,3,6.13,20,"{'CA': 2, 'FC': 7, 'FS': 2, 'PE': 8, 'RB': 6, 'SG': 3}",antonio-carlos,6,0.0
381,Ra£l C†ceres,71680,267,https://s.glbimg.com/es/sde/f/2019/02/04/8b0cf393436f7ab7db324b1059c9b76c_FORMATO.jpeg,5,-0.02,Ra£l Alejandro C†ceres Bogado,0.0,2,1.76,20,"{'CA': 1, 'FC': 11, 'FD': 1, 'FS': 1, 'I': 1, 'PE': 6, 'RB': 2, 'SG': 1}",raul-caceres,6,0.0
382,Brenner,80080,314,https://s.glbimg.com/es/sde/f/2019/08/23/b588923de64bd21b19b226c460ebe139_FORMATO.png,11,1.13,Brenner Marlos Varanda de Oliveira,0.0,5,4.62,20,"{'CA': 4, 'FC': 24, 'FD': 3, 'FF': 6, 'FS': 19, 'FT': 1, 'G': 2, 'I': 6, 'PE': 15, 'RB': 2}",brenner,6,0.0
383,Fabiano,79887,275,https://s.glbimg.com/es/sde/f/2019/01/14/ea7db8fa2a3e153ecdfb733b6c70c6c7_FORMATO.jpeg,0,0.0,Fabiano Leissmann,0.0,2,4.0,20,{},fabiano,6,0.0
384,Agenor,71724,266,https://s.glbimg.com/es/sde/f/2019/04/28/250bbbb44b3bc7a9a330aa4be2da6f11_FORMATO.png,6,2.37,Agenor Detofol,0.0,1,3.05,20,"{'CV': 1, 'DD': 9, 'FS': 3, 'GS': 7, 'PE': 1, 'SG': 1}",agenor,6,0.0
385,Jadson,80129,283,https://s.glbimg.com/es/sde/f/2019/02/04/fafc80986c9ff78c6b10c98b72c33190_FORMATO.png,9,1.56,Jadson Alves dos Santos,0.0,4,3.49,20,"{'CA': 1, 'FC': 7, 'FD': 1, 'FF': 2, 'FS': 10, 'PE': 6, 'RB': 9}",jadson,6,0.0
386,Thiago Galhardo,71844,354,https://s.glbimg.com/es/sde/f/2019/04/29/066e54215a4994be68b64958a2b3d326_FORMATO.png,17,6.44,Thiago Galhardo do Nascimento Rocha,-0.7,4,11.29,20,"{'A': 1, 'CA': 2, 'FC': 17, 'FD': 14, 'FF': 13, 'FS': 25, 'FT': 1, 'G': 8, 'I': 4, 'PE': 44, 'RB': 17}",thiago-galhardo,7,-0.17
387,Walter,51413,264,https://s.glbimg.com/es/sde/f/2019/05/23/e07f02ef4a79d6525b03ab26a352738b_FORMATO.png,3,9.63,Walter Leandro Capeloza Artune,0.0,1,8.01,20,"{'DD': 7, 'FS': 1, 'GS': 1, 'PE': 2, 'SG': 2}",walter,6,0.0
388,J£nior Urso,71829,264,https://s.glbimg.com/es/sde/f/2019/05/23/5276932da13edef774a1a4af1abb3beb_FORMATO.png,14,2.13,Ocimar de Almeida J£nior,0.0,4,6.7,20,"{'CA': 3, 'FC': 21, 'FD': 7, 'FF': 6, 'FS': 15, 'I': 1, 'PE': 23, 'RB': 22}",junior-urso,6,0.0
389,Roger Carvalho,51415,356,https://s.glbimg.com/es/sde/f/2019/08/16/d8515ccddc1f7af2e574aa804762157c_FORMATO.png,12,0.98,Roger de Carvalho,0.0,3,4.09,20,"{'FC': 5, 'FF': 3, 'FS': 3, 'PE': 24, 'RB': 5, 'SG': 2}",roger-carvalho,5,0.0
390,Diogo Silva,71882,354,https://s.glbimg.com/es/sde/f/2019/03/28/124aa9812703927dd6cfd2001e5b1299_FORMATO.png,19,3.79,Diogo JosÇ Gonáalves da Silva,0.0,1,10.71,20,"{'CA': 2, 'DD': 31, 'FS': 7, 'GS': 19, 'PE': 8, 'SG': 4}",diogo-silva,7,0.0
391,Lucas Fonseca,80189,265,https://s.glbimg.com/es/sde/f/2019/03/29/c40c54d7fdca6784ef754a182f9f81d0_FORMATO.png,20,3.17,Lucas Fonseca da Silva,0.0,3,6.24,20,"{'A': 1, 'CA': 1, 'FC': 5, 'FD': 1, 'FF': 2, 'FS': 6, 'PE': 36, 'RB': 12, 'SG': 10}",lucas-fonseca,7,-0.04
392,Juninho,71937,356,https://s.glbimg.com/es/sde/f/2019/09/03/f3c44a346794fb67a9084ef89211cd1c_FORMATO.png,16,3.83,Paulo Roberto Valoura J£nior,0.8,4,6.9,20,"{'A': 3, 'CA': 3, 'FC': 31, 'FD': 8, 'FF': 15, 'FS': 14, 'G': 2, 'GC': 1, 'PE': 36, 'RB': 26}",juninho,7,0.0
393,Alexandre Cajuru,80276,341,https://s.glbimg.com/es/sde/f/2019/03/23/edb53fb0c37fc84723a26e49ce65dfa0_FORMATO.png,0,0.0,Alexandre Rosa Paschoalato,0.0,1,3.0,20,{},alexandre-cajuru,5,0.0
394,Edinho,80193,356,https://s.glbimg.com/es/sde/f/2019/03/22/b196faf58ff8f5c11884a98aae52bb13_FORMATO.png,15,2.38,Francisco Edson Moreira da Silva,1.9,4,7.63,20,"{'CA': 1, 'FC': 9, 'FD': 5, 'FF': 11, 'FS': 23, 'G': 2, 'I': 1, 'PE': 19, 'RB': 4}",edinho,7,-0.07
395,Gilberto ,80313,266,https://s.glbimg.com/es/sde/f/2019/09/16/6f2f20a500853211de97a81f1227e4ae_FORMATO.png,12,2.49,Gilberto Moraes J£nior,0.7,2,6.03,20,"{'A': 1, 'CA': 1, 'FC': 17, 'FD': 3, 'FF': 5, 'FS': 11, 'PE': 39, 'RB': 16, 'SG': 2}",gilberto,7,-1.01
396,Yago Pikachu,80196,267,https://s.glbimg.com/es/sde/f/2018/09/27/ade8af11f63aa15e4664fa86f8a48e0e_FORMATO.png,19,2.31,Glaybson Yago Souza Lisboa,-0.9,4,8.59,20,"{'A': 1, 'CA': 4, 'FC': 13, 'FD': 4, 'FF': 12, 'FS': 35, 'FT': 1, 'G': 2, 'I': 1, 'PE': 44, 'PP': 2, 'RB': 16}",yago-pikachu,6,-0.24
397,Michel,71920,284,https://s.glbimg.com/es/sde/f/2018/05/21/85cd3dd4979fed2379f69e0aeeaee152_FORMATO.png,12,2.1,Michel Ferreira dos Santos,2.2,4,4.86,20,"{'CA': 2, 'FC': 22, 'FD': 4, 'FF': 4, 'FS': 1, 'GC': 2, 'PE': 16, 'RB': 31}",michel,7,-0.46
398,Pedro Castro,78840,314,https://s.glbimg.com/es/sde/f/2019/03/25/cdc521cfa238c56aa9fb0eb73e4aca7a_FORMATO.png,20,2.66,Pedro Henrique de Castro Silva,0.7,4,5.05,20,"{'FC': 25, 'FD': 6, 'FF': 9, 'FS': 26, 'FT': 1, 'G': 1, 'I': 1, 'PE': 49, 'PP': 1, 'RB': 31}",pedro-castro,7,-0.26
399,Luciano,80287,284,https://s.glbimg.com/es/sde/f/2019/07/30/6d045d7809171c7ff080a09196c9b11d_FORMATO.png,11,2.93,Luciano da Rocha Neves,0.0,5,5.91,20,"{'A': 2, 'CA': 5, 'FC': 17, 'FD': 9, 'FF': 7, 'FS': 12, 'G': 2, 'I': 3, 'PE': 24, 'PP': 1, 'RB': 10}",luciano,6,0.0
